AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
17000,10526,Ganesh Swamy,40,M,A1
17001,10526,Anitha Gowda,23,F,A2
17002,10527,Mahesh Shetty,23,M,A1
17003,10528,Naveen Swamy,27,M,A1
17004,10528,Suresh Rao,25,M,A2
17005,10529,Srinivas Raju,18,M,A1
17006,10530,Savitha Nair,27,F,A1
17007,10531,Dinesh Gowda,34,M,A1
17008,10532,Harish Kumar,21,M,A1
17009,10532,Kavitha Bhat,17,F,A2
17010,10533,Prakash Kumar,37,M,A1
17011,10534,Rajesh Sharma,28,M,A1
17012,10534,Naveen Shetty,26,M,A2
17013,10534,Suma Shetty,25,F,A3
17014,10535,Pushpa Hegde,36,T,A1
17015,10535,Lakshmi Swamy,28,F,A2
17016,10536,Ravi Murthy,19,M,A1
17017,10536,Ravi Rao,34,M,A2
17018,10536,Vinitha Kumar,33,F,A3
17019,10536,Santosh Naik,20,M,A4
17020,10537,Dinesh Gowda,25,M,A1
17021,10537,Naveen Raju,44,M,A2
17022,10538,Ramesh Swamy,30,M,A1
17023,10539,Basavaraj Nair,58,M,A1
17024,10540,Naveen Patil,38,M,A1
17025,10541,Kumar Hegde,18,M,A1
17026,10541,Ganesh Patil,48,M,A2
17027,10541,Ravi Pillai,22,M,A3
17028,10542,Santosh Murthy,47,M,A1
17029,10543,Kumar Reddy,18,M,A1
17030,10544,Naveen Patil,26,M,A1
17031,10545,Naveen Murthy,22,M,A1
17032,10545,Savitha Raju,28,F,A2
17033,10546,Manjunath Murthy,32,M,A1
17034,10547,Srinivas Swamy,27,M,A1
17035,10547,Harish Sharma,30,M,A2
17036,10548,Mahesh Naik,25,M,A1
17037,10549,Kumar Reddy,32,M,A1
17038,10550,Anitha Patil,31,F,A1
17039,10550,Harish Raju,25,M,A2
17040,10551,Suresh Sharma,26,M,A1
17041,10552,Srinivas Hegde,18,M,A1
17042,10553,Naveen Bhat,29,M,A1
17043,10553,Venkatesh Raju,31,M,A2
17044,10553,Shivaraj Raju,35,M,A3
17045,10554,Ramesh Hegde,18,M,A1
17046,10555,Naresh Bhat,21,M,A1
17047,10556,Ramesh Shetty,32,M,A1
17048,10556,Shobha Bhat,32,F,A2
17049,10557,Suresh Rao,34,M,A1
17050,10557,Ramesh Bhat,47,M,A2
17051,10558,Srinivas Patil,18,M,A1
17052,10559,Suresh Nair,22,M,A1
17053,10560,Naresh Naik,29,M,A1
17054,10560,Shivaraj Naik,28,M,A2
17055,10561,Basavaraj Sharma,31,M,A1
17056,10562,Venkatesh Pillai,41,M,A1
17057,10562,Srinivas Raju,46,M,A2
17058,10563,Suma Bhat,28,F,A1
17059,10563,Shobha Bhat,21,F,A2
17060,10563,Shivaraj Hegde,32,M,A3
17061,10563,Ravi Rao,33,M,A4
17062,10564,Suresh Naik,25,M,A1
17063,10564,Manjunath Swamy,39,M,A2
17064,10565,Meena Raju,23,F,A1
17065,10566,Naresh Patil,30,M,A1
17066,10567,Rajesh Reddy,25,M,A1
17067,10567,Ravi Swamy,18,M,A2
17068,10568,Basavaraj Kumar,22,M,A1
17069,10569,Suresh Sharma,26,M,A1
17070,10569,Manjunath Murthy,39,M,A2
17071,10570,Mahesh Sharma,30,M,A1
17072,10571,Harish Pillai,30,M,A1
17073,10572,Srinivas Naik,27,M,A1
17074,10573,Shivaraj Kumar,30,M,A1
17075,10574,Naveen Patil,30,M,A1
17076,10575,Basavaraj Naik,18,M,A1
17077,10575,Srinivas Bhat,33,M,A2
17078,10575,Ramesh Shetty,27,M,A3
17079,10575,Meena Bhat,37,F,A4
17080,10576,Savitha Bhat,20,F,A1
17081,10577,Santosh Rao,41,M,A1
17082,10578,Praveen Raju,30,M,A1
17083,10579,Shivaraj Rao,25,M,A1
17084,10580,Rajesh Sharma,21,M,A1
17085,10581,Ramesh Swamy,37,M,A1
17086,10581,Naveen Bhat,24,M,A2
17087,10581,Girish Sharma,33,M,A3
17088,10582,Naveen Shetty,38,M,A1
17089,10582,Girish Patil,32,M,A2
17090,10583,Ganesh Kumar,25,M,A1
17091,10584,Basavaraj Murthy,23,M,A1
17092,10585,Geetha Raju,25,F,A1
17093,10585,Shobha Bhat,18,F,A2
17094,10585,Rekha Swamy,29,F,A3
17095,10586,Rekha Rao,38,F,A1
17096,10587,Ramesh Rao,36,M,A1
17097,10588,Manjunath Bhat,24,M,A1
17098,10589,Mahesh Pillai,35,M,A1
17099,10589,Meena Sharma,38,F,A2
17100,10590,Kumar Kumar,27,M,A1
17101,10591,Harish Hegde,34,M,A1
17102,10592,Meena Raju,18,F,A1
17103,10593,Shivaraj Reddy,25,M,A1
17104,10594,Santosh Shetty,32,M,A1
17105,10595,Praveen Raju,24,M,A1
17106,10596,Ganesh Nair,25,M,A1
17107,10597,Ganesh Kumar,29,M,A1
17108,10597,Kumar Raju,28,M,A2
17109,10598,Srinivas Bhat,33,M,A1
17110,10598,Shivaraj Murthy,21,M,A2
17111,10599,Rajesh Shetty,18,M,A1
17112,10600,Prakash Patil,19,M,A1
17113,10601,Suma Pillai,38,F,A1
17114,10602,Srinivas Sharma,28,M,A1
17115,10602,Suresh Naik,25,M,A2
17116,10602,Suresh Naik,38,M,A3
17117,10602,Praveen Rao,18,M,A4
17118,10603,Meena Nair,36,F,A1
17119,10603,Manjunath Sharma,31,M,A2
17120,10604,Ravi Naik,34,M,A1
17121,10605,Kumar Sharma,31,M,A1
17122,10605,Manjunath Pillai,35,M,A2
17123,10605,Girish Patil,32,M,A3
17124,10606,Mahesh Raju,31,M,A1
17125,10607,Venkatesh Pillai,31,M,A1
17126,10608,Venkatesh Hegde,19,M,A1
17127,10608,Ganesh Naik,21,M,A2
17128,10609,Ganesh Raju,49,M,A1
17129,10609,Mamatha Pillai,22,T,A2
17130,10609,Ravi Reddy,19,M,A3
17131,10610,Shivaraj Swamy,24,M,A1
17132,10611,Mahesh Rao,22,M,A1
17133,10611,Rajesh Nair,19,M,A2
17134,10612,Kumar Kumar,25,M,A1
17135,10612,Dinesh Gowda,33,M,A2
17136,10612,Basavaraj Kumar,33,M,A3
17137,10613,Ganesh Raju,26,M,A1
17138,10613,Naveen Raju,20,M,A2
17139,10613,Dinesh Pillai,18,M,A3
17140,10613,Usha Bhat,19,F,A4
17141,10614,Suresh Naik,22,M,A1
17142,10614,Ravi Raju,20,M,A2
17143,10615,Manjunath Naik,18,M,A1
17144,10615,Manjunath Sharma,24,M,A2
17145,10616,Prakash Rao,34,M,A1
17146,10617,Manjunath Kumar,27,M,A1
17147,10618,Geetha Gowda,30,F,A1
17148,10618,Kavitha Swamy,31,F,A2
17149,10619,Praveen Hegde,30,M,A1
17150,10619,Meena Hegde,27,F,A2
17151,10619,Basavaraj Shetty,29,M,A3
17152,10619,Venkatesh Naik,32,M,A4
17153,10620,Santosh Raju,19,M,A1
17154,10621,Geetha Rao,37,F,A1
17155,10622,Ramesh Nair,38,M,A1
17156,10622,Mahesh Rao,22,M,A2
17157,10623,Santosh Naik,33,M,A1
17158,10624,Asha Swamy,20,F,A1
17159,10625,Girish Murthy,28,M,A1
17160,10626,Srinivas Murthy,25,M,A1
17161,10627,Harish Hegde,35,M,A1
17162,10628,Suresh Raju,43,M,A1
17163,10629,Ganesh Reddy,24,M,A1
17164,10629,Meena Patil,24,F,A2
17165,10630,Ramesh Sharma,28,M,A1
17166,10630,Prakash Nair,25,M,A2
17167,10631,Harish Hegde,18,M,A1
17168,10632,Ramesh Swamy,20,M,A1
17169,10633,Suresh Kumar,33,M,A1
17170,10634,Harish Rao,23,M,A1
17171,10635,Rajesh Hegde,27,M,A1
17172,10635,Rekha Bhat,35,T,A2
17173,10636,Ramesh Murthy,29,M,A1
17174,10636,Naresh Raju,40,M,A2
17175,10637,Ravi Sharma,30,M,A1
17176,10638,Srinivas Rao,29,M,A1
17177,10638,Pushpa Swamy,36,F,A2
17178,10638,Praveen Hegde,31,M,A3
17179,10639,Kumar Kumar,19,M,A1
17180,10639,Ganesh Gowda,32,M,A2
17181,10639,Ravi Reddy,28,M,A3
17182,10640,Lakshmi Bhat,26,F,A1
17183,10641,Naresh Pillai,31,M,A1
17184,10641,Manjunath Hegde,18,M,A2
17185,10642,Girish Pillai,24,M,A1
17186,10642,Venkatesh Naik,19,M,A2
17187,10643,Ramesh Swamy,25,M,A1
17188,10644,Kavitha Bhat,40,F,A1
17189,10644,Anitha Murthy,24,F,A2
17190,10644,Naveen Nair,32,M,A3
17191,10644,Basavaraj Gowda,24,M,A4
17192,10645,Venkatesh Pillai,26,M,A1
17193,10646,Dinesh Bhat,25,M,A1
17194,10646,Suresh Swamy,31,M,A2
17195,10647,Rajesh Hegde,21,M,A1
17196,10648,Manjunath Bhat,18,M,A1
17197,10648,Lakshmi Gowda,27,F,A2
17198,10649,Srinivas Pillai,22,M,A1
17199,10650,Mahesh Swamy,30,M,A1
17200,10651,Prakash Raju,28,M,A1
17201,10651,Kumar Bhat,39,M,A2
17202,10651,Shivaraj Nair,37,M,A3
17203,10652,Naresh Murthy,25,M,A1
17204,10652,Kumar Hegde,31,M,A2
17205,10653,Venkatesh Reddy,29,M,A1
17206,10654,Manjunath Bhat,30,M,A1
17207,10654,Venkatesh Gowda,24,M,A2
17208,10655,Santosh Pillai,30,M,A1
17209,10655,Ramesh Raju,18,M,A2
17210,10655,Naveen Sharma,28,M,A3
17211,10656,Rajesh Hegde,32,M,A1
17212,10657,Mahesh Patil,32,M,A1
17213,10658,Kavitha Bhat,39,F,A1
17214,10658,Manjunath Nair,21,M,A2
17215,10659,Meena Murthy,42,F,A1
17216,10659,Ravi Bhat,51,M,A2
17217,10660,Rajesh Hegde,35,M,A1
17218,10661,Ravi Bhat,42,M,A1
17219,10662,Ravi Nair,31,M,A1
17220,10662,Naresh Pillai,19,M,A2
17221,10663,Meena Nair,18,F,A1
17222,10664,Anitha Murthy,18,F,A1
17223,10665,Kumar Pillai,34,M,A1
17224,10666,Suma Bhat,33,F,A1
17225,10667,Basavaraj Sharma,34,M,A1
17226,10668,Naresh Shetty,34,M,A1
17227,10669,Anitha Naik,32,T,A1
17228,10669,Basavaraj Sharma,27,M,A2
17229,10670,Santosh Reddy,18,M,A1
17230,10671,Srinivas Naik,18,M,A1
17231,10672,Prakash Rao,27,M,A1
17232,10672,Rajesh Raju,25,M,A2
17233,10672,Manjunath Patil,41,M,A3
17234,10673,Prakash Shetty,18,M,A1
17235,10673,Girish Nair,18,M,A2
17236,10674,Harish Reddy,28,M,A1
17237,10675,Basavaraj Nair,29,M,A1
17238,10675,Santosh Sharma,25,M,A2
17239,10676,Prakash Kumar,33,M,A1
17240,10677,Dinesh Raju,29,M,A1
17241,10678,Naresh Kumar,18,M,A1
17242,10678,Mahesh Bhat,33,M,A2
17243,10678,Prakash Naik,34,M,A3
17244,10678,Rajesh Nair,40,M,A4
17245,10679,Prakash Reddy,29,M,A1
17246,10679,Dinesh Swamy,24,M,A2
17247,10679,Suresh Gowda,18,M,A3
17248,10679,Kumar Sharma,22,M,A4
17249,10680,Praveen Bhat,31,M,A1
17250,10681,Savitha Sharma,20,F,A1
17251,10682,Venkatesh Pillai,46,M,A1
17252,10682,Basavaraj Kumar,33,M,A2
17253,10683,Manjunath Kumar,31,M,A1
17254,10684,Manjunath Reddy,32,M,A1
17255,10684,Kumar Patil,19,M,A2
17256,10685,Srinivas Shetty,28,M,A1
17257,10686,Naresh Swamy,18,M,A1
17258,10686,Dinesh Nair,18,M,A2
17259,10686,Kavitha Swamy,25,F,A3
17260,10687,Girish Pillai,26,M,A1
17261,10688,Basavaraj Murthy,35,M,A1
17262,10688,Prakash Hegde,18,M,A2
17263,10689,Basavaraj Raju,27,M,A1
17264,10690,Pushpa Pillai,23,F,A1
17265,10691,Shivaraj Raju,18,M,A1
17266,10692,Geetha Pillai,24,F,A1
17267,10693,Kumar Nair,20,M,A1
17268,10694,Shobha Reddy,24,F,A1
17269,10695,Geetha Patil,22,F,A1
17270,10696,Suresh Gowda,24,M,A1
17271,10696,Harish Sharma,45,M,A2
17272,10697,Venkatesh Patil,22,M,A1
17273,10698,Mahesh Pillai,33,M,A1
17274,10698,Srinivas Hegde,35,M,A2
17275,10698,Mamatha Pillai,24,F,A3
17276,10699,Dinesh Rao,31,M,A1
17277,10699,Kumar Pillai,28,M,A2
17278,10699,Shobha Rao,35,F,A3
17279,10700,Kumar Bhat,25,M,A1
17280,10701,Ramesh Reddy,18,M,A1
17281,10702,Suresh Swamy,26,M,A1
17282,10703,Praveen Murthy,37,M,A1
17283,10704,Venkatesh Murthy,27,M,A1
17284,10705,Prakash Bhat,46,M,A1
17285,10706,Praveen Nair,35,M,A1
17286,10706,Prakash Hegde,24,M,A2
17287,10706,Mahesh Murthy,26,M,A3
17288,10707,Naveen Raju,24,M,A1
17289,10707,Prakash Kumar,21,M,A2
17290,10708,Anitha Nair,32,F,A1
17291,10708,Venkatesh Patil,28,M,A2
17292,10709,Santosh Nair,18,M,A1
17293,10709,Manjunath Kumar,27,M,A2
17294,10710,Manjunath Hegde,21,M,A1
17295,10710,Rajesh Kumar,18,M,A2
17296,10711,Naveen Murthy,18,M,A1
17297,10712,Kavitha Rao,31,F,A1
17298,10712,Mahesh Raju,41,M,A2
17299,10712,Rajesh Pillai,18,M,A3
17300,10712,Asha Nair,34,F,A4
17301,10713,Kumar Raju,24,M,A1
17302,10714,Usha Reddy,24,F,A1
17303,10715,Girish Sharma,30,M,A1
17304,10715,Shivaraj Reddy,25,M,A2
17305,10715,Srinivas Raju,30,M,A3
17306,10716,Naveen Murthy,36,M,A1
17307,10717,Anitha Sharma,29,F,A1
17308,10717,Naresh Sharma,28,M,A2
17309,10718,Dinesh Bhat,35,M,A1
17310,10719,Suma Swamy,28,F,A1
17311,10719,Ramesh Rao,25,M,A2
17312,10720,Naresh Gowda,36,M,A1
17313,10721,Shivaraj Kumar,41,M,A1
17314,10722,Mahesh Hegde,36,M,A1
17315,10722,Rajesh Murthy,31,M,A2
17316,10723,Girish Patil,35,M,A1
17317,10723,Girish Kumar,23,M,A2
17318,10724,Basavaraj Swamy,34,M,A1
17319,10725,Ravi Rao,26,M,A1
17320,10725,Praveen Swamy,25,M,A2
17321,10725,Mahesh Rao,18,M,A3
17322,10725,Basavaraj Gowda,24,M,A4
17323,10726,Naveen Shetty,38,M,A1
17324,10727,Ravi Reddy,37,M,A1
17325,10728,Prakash Naik,38,M,A1
17326,10728,Harish Hegde,31,M,A2
17327,10729,Suresh Rao,18,M,A1
17328,10730,Basavaraj Rao,18,M,A1
17329,10731,Prakash Gowda,30,M,A1
17330,10731,Ravi Bhat,26,M,A2
17331,10732,Suma Murthy,18,F,A1
17332,10732,Ramesh Naik,29,M,A2
17333,10732,Mahesh Shetty,24,M,A3
17334,10732,Asha Gowda,39,F,A4
17335,10733,Ravi Nair,27,M,A1
17336,10734,Rajesh Bhat,24,M,A1
17337,10735,Naveen Pillai,18,M,A1
17338,10735,Kumar Nair,28,M,A2
17339,10736,Asha Naik,30,F,A1
17340,10737,Naveen Raju,34,M,A1
17341,10737,Ganesh Reddy,26,M,A2
17342,10738,Naresh Reddy,34,M,A1
17343,10739,Ravi Kumar,27,M,A1
17344,10739,Asha Naik,34,F,A2
17345,10739,Rajesh Kumar,33,M,A3
17346,10740,Ramesh Reddy,37,M,A1
17347,10741,Venkatesh Kumar,28,M,A1
17348,10742,Rajesh Gowda,18,M,A1
17349,10743,Praveen Kumar,37,M,A1
17350,10743,Ganesh Shetty,36,M,A2
17351,10744,Naresh Patil,36,M,A1
17352,10745,Usha Bhat,56,F,A1
17353,10746,Lakshmi Rao,27,F,A1
17354,10747,Basavaraj Patil,27,M,A1
17355,10747,Dinesh Rao,26,M,A2
17356,10748,Rajesh Hegde,23,M,A1
17357,10748,Harish Kumar,32,M,A2
17358,10748,Harish Nair,25,M,A3
17359,10749,Rajesh Hegde,39,M,A1
17360,10750,Girish Nair,28,M,A1
17361,10751,Harish Shetty,32,M,A1
17362,10751,Dinesh Naik,29,M,A2
17363,10752,Rekha Pillai,31,F,A1
17364,10753,Mahesh Swamy,24,M,A1
17365,10754,Prakash Sharma,30,M,A1
17366,10755,Ganesh Nair,23,M,A1
17367,10756,Venkatesh Patil,32,M,A1
17368,10757,Rajesh Pillai,20,M,A1
17369,10758,Suresh Murthy,38,M,A1
17370,10759,Dinesh Rao,31,M,A1
17371,10760,Ramesh Murthy,29,M,A1
17372,10760,Lakshmi Gowda,32,F,A2
17373,10760,Ganesh Kumar,31,M,A3
17374,10760,Praveen Murthy,18,M,A4
17375,10761,Ramesh Naik,28,M,A1
17376,10761,Vinitha Bhat,28,F,A2
17377,10762,Naresh Patil,30,M,A1
17378,10762,Prakash Reddy,20,M,A2
17379,10763,Venkatesh Raju,36,M,A1
17380,10763,Girish Pillai,35,M,A2
17381,10763,Ravi Raju,35,M,A3
17382,10764,Shivaraj Shetty,20,M,A1
17383,10765,Naveen Raju,28,M,A1
17384,10766,Naresh Gowda,18,M,A1
17385,10767,Naresh Raju,28,M,A1
17386,10767,Suresh Bhat,19,M,A2
17387,10767,Ravi Reddy,25,M,A3
17388,10768,Manjunath Swamy,34,M,A1
17389,10768,Dinesh Patil,45,M,A2
17390,10769,Naveen Patil,20,M,A1
17391,10770,Suresh Gowda,30,M,A1
17392,10770,Anitha Kumar,27,F,A2
17393,10771,Ramesh Reddy,24,M,A1
17394,10772,Manjunath Shetty,31,M,A1
17395,10772,Harish Swamy,30,M,A2
17396,10773,Prakash Naik,30,M,A1
17397,10774,Ravi Murthy,28,M,A1
17398,10774,Girish Hegde,18,M,A2
17399,10775,Savitha Pillai,28,F,A1
17400,10776,Ramesh Nair,43,M,A1
17401,10777,Girish Nair,33,M,A1
17402,10778,Mahesh Patil,18,M,A1
17403,10779,Mahesh Rao,22,M,A1
17404,10779,Rajesh Naik,20,M,A2
17405,10779,Naresh Raju,26,M,A3
17406,10779,Prakash Reddy,34,M,A4
17407,10780,Manjunath Hegde,26,M,A1
17408,10781,Ravi Sharma,39,M,A1
17409,10782,Manjunath Patil,30,M,A1
17410,10782,Suresh Sharma,28,M,A2
17411,10783,Rajesh Murthy,28,M,A1
17412,10784,Ramesh Nair,34,M,A1
17413,10785,Srinivas Pillai,28,M,A1
17414,10785,Ramesh Swamy,18,M,A2
17415,10785,Dinesh Rao,27,M,A3
17416,10786,Rajesh Bhat,31,M,A1
17417,10787,Suresh Rao,42,M,A1
17418,10787,Kumar Reddy,20,M,A2
17419,10788,Srinivas Nair,38,M,A1
17420,10788,Prakash Nair,32,M,A2
17421,10789,Shivaraj Gowda,23,M,A1
17422,10790,Ganesh Bhat,23,M,A1
17423,10791,Mahesh Rao,38,M,A1
17424,10791,Praveen Hegde,32,M,A2
17425,10791,Usha Patil,35,F,A3
17426,10791,Shivaraj Reddy,25,M,A4
17427,10792,Ravi Swamy,20,M,A1
17428,10792,Mahesh Kumar,18,M,A2
17429,10792,Prakash Pillai,18,M,A3
17430,10793,Praveen Naik,22,M,A1
17431,10794,Ramesh Reddy,22,M,A1
17432,10795,Praveen Kumar,34,M,A1
17433,10796,Kavitha Gowda,19,F,A1
17434,10797,Pushpa Patil,33,F,A1
17435,10797,Rajesh Naik,18,M,A2
17436,10797,Srinivas Patil,23,M,A3
17437,10798,Manjunath Patil,23,M,A1
17438,10798,Dinesh Rao,28,M,A2
17439,10799,Mamatha Shetty,48,F,A1
17440,10799,Naveen Patil,30,M,A2
17441,10800,Praveen Kumar,29,M,A1
17442,10801,Kumar Rao,31,M,A1
17443,10802,Srinivas Reddy,45,M,A1
17444,10803,Geetha Bhat,18,F,A1
17445,10804,Vinitha Reddy,37,T,A1
17446,10805,Harish Shetty,34,M,A1
17447,10806,Manjunath Shetty,18,M,A1
17448,10807,Prakash Bhat,22,M,A1
17449,10808,Anitha Swamy,20,F,A1
17450,10808,Srinivas Pillai,18,M,A2
17451,10809,Mahesh Gowda,23,M,A1
17452,10810,Ganesh Naik,18,M,A1
17453,10811,Suresh Bhat,32,M,A1
17454,10811,Dinesh Sharma,27,M,A2
17455,10812,Ravi Kumar,39,M,A1
17456,10813,Dinesh Raju,21,M,A1
17457,10813,Manjunath Shetty,27,M,A2
17458,10814,Mamatha Kumar,18,F,A1
17459,10814,Dinesh Rao,37,M,A2
17460,10815,Venkatesh Naik,18,M,A1
17461,10816,Geetha Swamy,18,F,A1
17462,10817,Rajesh Kumar,22,M,A1
17463,10818,Meena Reddy,33,F,A1
17464,10819,Kumar Hegde,29,M,A1
17465,10819,Ganesh Naik,36,M,A2
17466,10820,Rajesh Murthy,41,M,A1
17467,10821,Mahesh Hegde,19,M,A1
17468,10822,Ganesh Murthy,35,M,A1
17469,10823,Asha Shetty,26,F,A1
17470,10824,Naresh Murthy,18,M,A1
17471,10825,Kumar Reddy,38,M,A1
17472,10826,Praveen Reddy,34,M,A1
17473,10826,Santosh Gowda,28,M,A2
17474,10827,Harish Reddy,39,M,A1
17475,10827,Santosh Gowda,37,M,A2
17476,10827,Srinivas Naik,42,M,A3
17477,10827,Shivaraj Naik,36,M,A4
17478,10828,Srinivas Shetty,48,M,A1
17479,10828,Girish Naik,39,M,A2
17480,10829,Venkatesh Sharma,19,M,A1
17481,10830,Manjunath Swamy,44,M,A1
17482,10831,Vinitha Sharma,26,F,A1
17483,10831,Ramesh Gowda,35,M,A2
17484,10832,Ramesh Gowda,23,M,A1
17485,10833,Mahesh Patil,28,M,A1
17486,10833,Asha Hegde,17,F,A2
17487,10833,Rajesh Hegde,35,M,A3
17488,10833,Mahesh Kumar,38,M,A4
17489,10834,Venkatesh Hegde,27,M,A1
17490,10835,Srinivas Gowda,39,M,A1
17491,10835,Ganesh Nair,40,M,A2
17492,10836,Venkatesh Pillai,34,M,A1
17493,10837,Shivaraj Nair,18,M,A1
17494,10837,Ravi Rao,31,M,A2
17495,10838,Venkatesh Hegde,33,M,A1
17496,10839,Mamatha Bhat,29,F,A1
17497,10839,Srinivas Rao,33,M,A2
17498,10840,Rajesh Pillai,20,M,A1
17499,10840,Savitha Sharma,25,F,A2
17500,10840,Kumar Raju,30,M,A3
17501,10841,Rajesh Kumar,26,M,A1
17502,10841,Prakash Pillai,31,M,A2
17503,10842,Naveen Shetty,44,M,A1
17504,10843,Manjunath Rao,26,M,A1
17505,10844,Praveen Rao,20,M,A1
17506,10845,Mahesh Pillai,27,M,A1
17507,10846,Manjunath Patil,28,M,A1
17508,10847,Mahesh Naik,18,M,A1
17509,10847,Santosh Bhat,28,M,A2
17510,10848,Savitha Rao,20,F,A1
17511,10848,Mahesh Pillai,21,M,A2
17512,10849,Ravi Reddy,33,M,A1
17513,10850,Lakshmi Reddy,18,T,A1
17514,10851,Suresh Murthy,25,M,A1
17515,10852,Suresh Murthy,38,M,A1
17516,10852,Kumar Pillai,19,M,A2
17517,10853,Suresh Sharma,33,M,A1
17518,10854,Venkatesh Naik,27,M,A1
17519,10855,Mahesh Swamy,43,M,A1
17520,10856,Pushpa Sharma,37,F,A1
17521,10856,Naveen Rao,32,M,A2
17522,10857,Naveen Sharma,24,M,A1
17523,10858,Rajesh Gowda,21,M,A1
17524,10859,Naresh Kumar,32,M,A1
17525,10859,Suresh Bhat,20,M,A2
17526,10860,Usha Pillai,25,T,A1
17527,10860,Kumar Sharma,41,M,A2
17528,10861,Rajesh Swamy,32,M,A1
17529,10862,Ravi Sharma,25,M,A1
17530,10863,Girish Murthy,18,M,A1
17531,10864,Lakshmi Gowda,18,F,A1
17532,10865,Suresh Naik,19,M,A1
17533,10865,Shobha Raju,21,F,A2
17534,10866,Rajesh Bhat,27,M,A1
17535,10867,Naveen Shetty,32,M,A1
17536,10868,Girish Swamy,18,M,A1
17537,10869,Prakash Sharma,18,M,A1
17538,10869,Srinivas Pillai,19,M,A2
17539,10870,Manjunath Sharma,24,M,A1
17540,10871,Savitha Sharma,32,F,A1
17541,10871,Naveen Bhat,29,M,A2
17542,10871,Dinesh Bhat,19,M,A3
17543,10872,Ramesh Pillai,33,M,A1
17544,10873,Basavaraj Bhat,31,M,A1
17545,10873,Rajesh Rao,23,M,A2
17546,10873,Manjunath Rao,20,M,A3
17547,10873,Ganesh Gowda,24,M,A4
17548,10874,Rajesh Raju,25,M,A1
17549,10875,Manjunath Patil,40,M,A1
17550,10876,Meena Reddy,31,F,A1
17551,10877,Shivaraj Pillai,18,M,A1
17552,10878,Kumar Bhat,35,M,A1
17553,10879,Ramesh Shetty,41,M,A1
17554,10879,Praveen Kumar,38,M,A2
17555,10880,Basavaraj Raju,19,M,A1
17556,10881,Naresh Raju,18,M,A1
17557,10882,Prakash Pillai,22,M,A1
17558,10883,Basavaraj Shetty,18,M,A1
17559,10883,Ramesh Sharma,33,M,A2
17560,10884,Ramesh Patil,33,M,A1
17561,10885,Praveen Kumar,30,M,A1
17562,10885,Ramesh Pillai,33,M,A2
17563,10885,Praveen Pillai,29,M,A3
17564,10886,Srinivas Hegde,25,M,A1
17565,10887,Basavaraj Gowda,35,M,A1
17566,10888,Naveen Reddy,31,M,A1
17567,10889,Basavaraj Rao,30,M,A1
17568,10889,Anitha Sharma,25,F,A2
17569,10890,Suma Murthy,24,F,A1
17570,10890,Basavaraj Sharma,36,M,A2
17571,10891,Manjunath Bhat,26,M,A1
17572,10891,Santosh Gowda,33,M,A2
17573,10891,Pushpa Bhat,29,F,A3
17574,10891,Shivaraj Pillai,31,M,A4
17575,10892,Santosh Sharma,19,M,A1
17576,10893,Naveen Gowda,36,M,A1
17577,10894,Usha Swamy,26,F,A1
17578,10894,Naresh Raju,26,M,A2
17579,10895,Srinivas Swamy,28,M,A1
17580,10896,Suresh Nair,27,M,A1
17581,10896,Ravi Naik,18,M,A2
17582,10896,Kavitha Rao,26,F,A3
17583,10897,Prakash Swamy,24,M,A1
17584,10897,Girish Patil,21,M,A2
17585,10897,Ravi Murthy,32,M,A3
17586,10898,Girish Nair,34,M,A1
17587,10899,Ravi Murthy,20,M,A1
17588,10899,Ganesh Bhat,30,M,A2
17589,10900,Venkatesh Pillai,26,M,A1
17590,10901,Santosh Naik,18,M,A1
17591,10902,Anitha Raju,20,F,A1
17592,10902,Ravi Pillai,38,M,A2
17593,10902,Mahesh Pillai,38,M,A3
17594,10903,Prakash Reddy,32,M,A1
17595,10904,Ganesh Gowda,20,M,A1
17596,10905,Girish Nair,33,M,A1
17597,10905,Manjunath Sharma,38,M,A2
17598,10905,Ramesh Nair,45,M,A3
17599,10906,Ravi Hegde,19,M,A1
17600,10907,Dinesh Swamy,45,M,A1
17601,10908,Usha Gowda,18,F,A1
17602,10909,Naveen Gowda,39,M,A1
17603,10909,Ramesh Hegde,24,M,A2
17604,10909,Suresh Gowda,33,M,A3
17605,10910,Srinivas Shetty,41,M,A1
17606,10911,Girish Bhat,19,M,A1
17607,10912,Venkatesh Pillai,24,M,A1
17608,10912,Naresh Murthy,22,M,A2
17609,10913,Ganesh Kumar,36,M,A1
17610,10914,Asha Bhat,20,F,A1
17611,10914,Basavaraj Raju,20,M,A2
17612,10915,Prakash Nair,38,M,A1
17613,10916,Praveen Pillai,18,M,A1
17614,10917,Shivaraj Raju,24,M,A1
17615,10917,Mamatha Swamy,21,F,A2
17616,10918,Mamatha Shetty,39,F,A1
17617,10919,Lakshmi Swamy,31,F,A1
17618,10920,Kumar Nair,33,M,A1
17619,10921,Mahesh Murthy,24,M,A1
17620,10922,Praveen Patil,18,M,A1
17621,10923,Shivaraj Pillai,26,M,A1
17622,10923,Ravi Gowda,23,M,A2
17623,10923,Ganesh Pillai,23,M,A3
17624,10924,Girish Naik,26,M,A1
17625,10925,Mamatha Gowda,30,F,A1
17626,10926,Prakash Sharma,22,M,A1
17627,10926,Ravi Patil,31,M,A2
17628,10927,Prakash Rao,36,M,A1
