EmployeeID,DistrictID,UnitID,RankID,DesignationID,KGID,FirstName,EmployeeDOB,GenderID,BloodGroupID,PhysicallyChallenged,AppointmentDate
307,6,78,1,2,KA2061446,Naresh Reddy,1984-12-24,M,3,0,2009-09-23
308,1,20,2,2,KA9318184,Kumar Rao,1980-10-27,M,4,0,2004-03-20
309,10,102,1,4,KA6528792,Ramesh Rao,1982-02-12,M,8,0,2008-10-26
310,7,83,1,2,KA9036449,Naveen Reddy,1969-12-17,M,6,0,1995-11-04
311,29,178,1,2,KA6467463,Ravi Patil,1968-08-18,M,7,0,1993-05-14
312,19,145,1,2,KA1451577,Ravi Patil,1988-01-22,M,8,0,2013-05-12
313,6,75,5,1,KA7864256,Lakshmi Shetty,1993-12-01,F,8,0,2020-06-29
314,26,169,1,4,KA7324856,Harish Kumar,1990-02-08,M,2,0,2016-02-06
315,10,103,3,1,KA8017921,Naveen Shetty,1973-01-18,M,1,0,1997-11-15
316,17,138,7,1,KA2425760,Prakash Bhat,1970-05-20,M,2,0,1995-12-11
317,22,157,4,1,KA7704473,Prakash Reddy,1995-01-13,M,6,0,2020-03-05
318,1,26,1,2,KA8478923,Usha Gowda,1985-05-31,F,6,0,2008-08-22
319,2,39,3,1,KA9099554,Praveen Bhat,1981-07-19,M,2,0,2003-09-02
320,2,37,6,1,KA6755703,Mahesh Gowda,1981-05-24,M,8,0,2005-02-15
321,13,122,2,4,KA6350413,Manjunath Shetty,1992-08-22,M,2,0,2017-01-30
322,8,88,6,1,KA3757404,Ganesh Naik,1967-12-15,M,4,0,1990-07-20
323,19,144,2,2,KA7795568,Shivaraj Reddy,1977-11-23,M,3,0,2002-06-21
324,23,158,1,4,KA7523581,Kumar Hegde,1988-03-03,M,1,0,2012-09-03
325,30,181,5,1,KA2707116,Dinesh Rao,1994-03-19,M,3,0,2019-06-08
326,5,68,1,3,KA7520284,Dinesh Shetty,1975-01-24,M,7,0,2000-01-03
327,12,118,6,1,KA5990296,Prakash Patil,1969-04-30,M,2,0,1992-04-12
328,6,79,1,3,KA3371602,Santosh Gowda,1991-10-10,M,7,0,2014-10-13
329,11,109,2,2,KA3799538,Ramesh Swamy,1988-09-08,M,8,0,2013-05-26
330,12,116,6,1,KA7023677,Naresh Patil,1969-03-27,M,1,0,1991-07-09
331,19,144,2,4,KA7864135,Dinesh Pillai,1974-05-07,M,8,0,1999-12-29
332,1,22,1,2,KA5900455,Srinivas Shetty,1971-08-29,M,1,0,1993-10-25
333,12,118,1,4,KA9569902,Shivaraj Rao,1971-08-25,M,2,0,1997-10-17
334,9,94,3,1,KA1698108,Girish Nair,1972-09-15,M,8,0,1999-04-21
335,26,168,4,1,KA1540736,Kumar Gowda,1985-12-01,M,8,0,2009-07-27
336,1,31,6,1,KA6882609,Mahesh Shetty,1986-05-23,M,7,0,2009-07-20
337,4,53,1,3,KA9930189,Ramesh Nair,1994-05-11,M,5,0,2019-07-16
338,6,75,4,1,KA5485272,Naresh Patil,1984-01-16,M,2,0,2009-03-27
339,6,71,1,2,KA5188889,Kumar Sharma,1967-08-07,M,3,0,1990-04-17
340,28,174,6,1,KA3385244,Venkatesh Nair,1979-05-28,M,5,0,2004-02-18
341,24,163,1,3,KA7191986,Ravi Shetty,1992-11-04,M,8,0,2017-02-01
342,1,24,1,3,KA2062512,Rekha Swamy,1976-06-15,F,7,0,2001-12-31
343,14,127,1,3,KA6666591,Kumar Pillai,1984-12-22,M,3,0,2008-10-08
344,28,175,2,1,KA8710502,Basavaraj Nair,1994-11-06,M,1,0,2017-02-02
345,1,1,2,2,KA6064462,Naresh Shetty,1977-10-30,M,3,0,2000-12-12
346,8,93,4,1,KA7238503,Girish Gowda,1985-10-15,M,3,0,2008-03-26
347,4,60,4,1,KA2530068,Harish Bhat,1977-10-07,M,2,0,2003-06-05
348,21,152,1,4,KA1155809,Basavaraj Gowda,1986-11-16,M,1,0,2011-10-09
349,29,178,2,1,KA4841091,Ganesh Pillai,1991-02-03,M,7,0,2015-10-03
350,9,95,2,4,KA3233823,Ganesh Gowda,1983-08-07,M,3,0,2006-05-08
351,26,167,3,1,KA6891952,Praveen Naik,1989-08-29,M,4,0,2014-02-10
352,23,158,2,2,KA2454383,Ramesh Sharma,1977-03-05,M,2,0,2003-12-25
353,9,99,4,1,KA6276495,Ganesh Swamy,1981-04-02,M,3,0,2005-08-23
354,21,154,3,1,KA5780177,Mahesh Kumar,1970-02-08,M,1,0,1996-02-18
355,22,156,3,1,KA7572491,Harish Kumar,1974-03-01,M,5,0,1997-03-16
356,1,29,2,1,KA9863176,Venkatesh Shetty,1986-03-17,M,1,0,2010-12-29
357,19,146,2,2,KA8902314,Rekha Reddy,1978-02-21,F,2,0,2002-03-05
358,4,56,1,4,KA9499515,Mahesh Naik,1995-03-27,M,5,0,2017-07-22
359,11,109,2,2,KA5655136,Manjunath Nair,1978-12-23,M,2,0,2001-06-03
360,3,40,1,4,KA2109227,Manjunath Sharma,1972-12-16,M,5,0,1996-10-10
361,1,23,1,4,KA1923227,Venkatesh Naik,1977-07-13,M,5,0,2000-03-01
362,31,182,1,1,KA3748655,Naresh Gowda,1990-11-12,M,8,0,2016-10-12
363,5,67,5,1,KA3129542,Geetha Murthy,1989-07-13,F,5,0,2013-08-07
364,1,8,7,1,KA8202871,Ganesh Nair,1981-12-29,M,5,0,2008-07-02
365,24,161,3,1,KA8636951,Girish Bhat,1993-07-25,M,6,0,2018-05-01
366,3,41,2,1,KA2934976,Praveen Reddy,1985-07-30,M,4,0,2011-11-24
367,1,4,6,1,KA8914896,Rajesh Naik,1986-01-19,M,6,0,2008-04-17
368,1,10,7,1,KA8035849,Ramesh Reddy,1972-03-21,M,4,0,1998-09-15
369,7,82,4,1,KA2306728,Kumar Sharma,1984-11-07,M,6,0,2011-06-20
370,15,133,1,1,KA8802985,Suresh Reddy,1994-12-17,M,5,0,2019-03-12
371,18,142,1,3,KA4366703,Harish Patil,1976-07-13,M,5,0,1998-07-24
372,5,63,3,1,KA9277218,Harish Bhat,1976-03-18,M,4,0,2000-04-05
373,5,63,5,1,KA7879264,Shivaraj Nair,1990-04-08,M,1,0,2012-04-15
374,29,178,6,1,KA1024528,Prakash Raju,1996-08-03,M,7,0,2020-06-14
375,16,136,1,4,KA2004872,Harish Gowda,1986-05-03,M,3,0,2010-09-03
376,4,60,7,1,KA7249378,Mahesh Naik,1973-09-15,M,8,0,1998-01-02
377,15,130,1,4,KA2255447,Suma Swamy,1991-01-12,F,1,0,2016-08-03
378,5,67,1,4,KA6473593,Ramesh Kumar,1982-11-21,M,6,0,2009-05-13
379,2,35,1,2,KA2772642,Venkatesh Gowda,1970-10-17,M,3,0,1993-05-22
380,17,138,1,2,KA8581910,Santosh Hegde,1980-12-12,M,5,0,2007-04-02
381,29,176,1,1,KA4607450,Ganesh Gowda,1983-05-17,M,6,0,2009-12-28
382,15,132,2,3,KA5364874,Venkatesh Patil,1994-10-28,M,3,0,2020-08-08
383,18,143,2,1,KA8751799,Ravi Pillai,1972-05-05,M,2,0,1995-09-23
384,1,16,1,2,KA7720647,Ramesh Gowda,1987-01-19,M,6,0,2009-10-07
385,5,67,3,1,KA2081661,Mahesh Swamy,1993-08-28,M,4,0,2015-10-06
386,1,24,1,1,KA8734211,Meena Nair,1982-02-23,F,1,0,2004-10-25
387,10,102,6,1,KA7421134,Praveen Hegde,1974-10-07,M,7,0,1996-11-30
388,6,71,1,2,KA1581321,Dinesh Sharma,1984-06-19,M,4,0,2008-12-13
389,18,141,7,1,KA2471723,Basavaraj Hegde,1975-07-14,M,5,0,1997-11-09
390,16,135,4,1,KA1327658,Kumar Kumar,1985-11-04,M,7,0,2011-05-13
391,14,125,3,1,KA9428760,Prakash Shetty,1981-08-03,M,6,0,2006-09-29
392,21,153,2,3,KA1982997,Naresh Naik,1987-03-13,M,8,0,2009-05-06
393,1,26,1,2,KA5471581,Praveen Kumar,1985-11-26,M,1,0,2011-07-28
394,9,100,6,1,KA3914404,Venkatesh Swamy,1981-02-07,M,3,0,2007-10-17
395,30,179,4,1,KA1473227,Santosh Nair,1980-12-04,M,6,0,2006-03-24
396,3,49,3,1,KA6185050,Mamatha Reddy,1974-12-10,F,3,0,1999-12-19
397,22,155,1,4,KA1011467,Mahesh Naik,1987-03-17,M,6,0,2009-04-20
398,8,88,1,3,KA1999183,Lakshmi Nair,1989-01-22,F,1,0,2015-07-18
399,16,135,1,3,KA7636992,Ramesh Nair,1980-08-26,M,2,0,2003-01-16
400,11,112,1,3,KA3922635,Santosh Reddy,1968-05-06,M,6,0,1993-01-22
401,9,97,1,3,KA3136551,Praveen Pillai,1983-04-05,M,3,0,2009-05-11
402,19,146,6,1,KA6338793,Praveen Hegde,1995-07-27,M,4,0,2018-07-28
403,2,37,2,1,KA4992909,Ganesh Sharma,1982-03-02,M,6,0,2008-04-30
404,1,23,7,1,KA6632941,Kavitha Raju,1968-05-08,F,8,0,1994-06-04
405,1,18,4,1,KA2812519,Dinesh Kumar,1981-04-19,M,1,0,2004-09-20
406,3,43,2,4,KA6892681,Srinivas Bhat,1978-06-13,M,7,0,2003-03-13
407,20,148,6,1,KA4784650,Basavaraj Nair,1967-10-27,M,3,0,1994-01-20
408,7,82,1,1,KA6734590,Suresh Rao,1985-04-22,M,3,0,2007-11-17
409,18,141,1,4,KA1519979,Kavitha Bhat,1992-11-04,F,7,0,2016-09-21
410,11,112,7,1,KA2698824,Kavitha Swamy,1989-12-22,F,6,0,2012-04-04
411,18,142,4,1,KA5723173,Dinesh Hegde,1972-10-16,M,5,0,1996-04-06
412,18,141,3,1,KA1914439,Suresh Hegde,1974-12-31,M,6,0,1997-11-04
413,27,170,6,1,KA9058573,Mahesh Rao,1968-12-24,M,4,0,1994-05-01
414,6,75,4,1,KA2937918,Dinesh Reddy,1993-05-06,M,5,0,2017-12-25
415,27,170,7,1,KA7501626,Basavaraj Shetty,1985-02-18,M,3,0,2007-08-18
416,12,115,1,4,KA8802377,Ravi Patil,1995-01-07,M,5,0,2018-06-24
417,2,39,1,1,KA6767862,Girish Swamy,1967-01-30,M,7,0,1989-08-10
418,1,16,3,1,KA9767475,Mamatha Kumar,1979-08-28,F,7,0,2006-03-25
419,13,122,7,1,KA4953417,Pushpa Pillai,1971-05-01,F,8,0,1998-04-04
420,31,183,6,1,KA9670757,Ravi Sharma,1995-06-19,M,3,0,2020-04-06
421,4,55,1,1,KA8103052,Srinivas Reddy,1988-05-17,M,2,0,2011-01-25
422,24,161,6,1,KA5326615,Usha Kumar,1990-05-22,F,6,0,2017-01-18
423,9,100,1,3,KA5633880,Shobha Gowda,1972-01-24,F,8,0,1996-04-10
424,23,160,4,1,KA8039616,Anitha Nair,1970-08-31,F,2,0,1995-07-31
425,20,150,3,1,KA2694338,Ramesh Swamy,1992-07-11,M,5,0,2015-02-07
426,5,68,2,4,KA8936405,Prakash Sharma,1979-11-03,M,1,0,2005-06-30
427,22,156,3,1,KA7640300,Ravi Reddy,1979-01-01,M,6,0,2001-03-15
428,5,69,2,3,KA6084418,Suresh Bhat,1980-04-24,M,5,0,2002-05-30
429,29,176,4,1,KA4824490,Basavaraj Pillai,1992-08-12,M,3,0,2019-06-21
430,7,83,6,1,KA7992286,Srinivas Nair,1984-12-07,M,2,0,2011-01-02
431,10,105,6,1,KA9665455,Dinesh Sharma,1975-04-16,M,6,0,2001-07-13
432,1,17,1,4,KA3275826,Manjunath Nair,1983-01-24,M,1,0,2009-01-10
433,5,64,1,1,KA7046090,Dinesh Pillai,1995-07-16,M,4,0,2020-01-30
434,24,163,2,1,KA5059047,Srinivas Murthy,1991-06-19,M,6,0,2017-04-08
435,13,122,6,1,KA6867997,Srinivas Reddy,1970-09-11,M,6,0,1995-10-09
436,29,177,6,1,KA1460542,Girish Bhat,1992-12-19,M,7,0,2016-07-19
437,4,57,1,2,KA5514473,Praveen Nair,1967-12-25,M,7,0,1991-03-25
438,2,34,7,1,KA1141997,Rajesh Shetty,1967-12-25,M,4,0,1990-12-08
439,25,165,4,1,KA7316209,Harish Bhat,1984-09-01,M,6,0,2009-01-10
440,28,174,1,4,KA2716512,Dinesh Shetty,1973-08-31,M,1,0,2000-04-09
441,21,153,4,1,KA6007595,Prakash Murthy,1969-09-13,M,2,0,1993-04-08
442,7,84,4,1,KA6012883,Santosh Rao,1984-08-07,M,4,0,2008-01-18
443,21,154,1,3,KA3347627,Venkatesh Sharma,1978-11-23,M,1,0,2004-07-31
444,11,108,7,1,KA1592554,Harish Rao,1978-11-15,M,4,0,2003-01-13
445,25,164,3,1,KA7014583,Venkatesh Raju,1975-09-06,M,5,0,2001-06-06
446,1,25,1,3,KA4071377,Shivaraj Reddy,1975-11-26,M,6,0,1998-08-09
447,6,79,1,3,KA7235796,Venkatesh Patil,1978-02-27,M,5,0,2004-07-24
448,13,121,1,1,KA8922531,Srinivas Pillai,1994-08-12,M,4,0,2021-06-15
449,10,106,1,2,KA3304606,Ravi Murthy,1994-08-06,M,4,0,2021-06-18
450,12,118,7,1,KA4025884,Praveen Sharma,1990-08-06,M,2,0,2014-05-09
451,1,15,4,1,KA5589036,Naresh Patil,1996-10-22,M,4,0,2021-04-29
452,3,41,5,1,KA2477088,Naresh Swamy,1975-01-22,M,3,0,2001-06-12
453,13,123,2,1,KA9955386,Kumar Hegde,1979-10-29,M,4,0,2001-11-01
454,16,136,2,1,KA5174559,Rajesh Sharma,1988-06-21,M,4,0,2010-07-22
455,1,27,1,3,KA3802133,Prakash Rao,1979-10-25,M,2,0,2004-08-14
456,15,134,2,3,KA8275695,Harish Rao,1970-04-09,M,3,0,1995-03-12
457,3,49,5,1,KA7767788,Basavaraj Patil,1989-08-16,M,1,0,2016-02-28
458,1,6,4,1,KA3835093,Ramesh Kumar,1970-07-27,M,2,0,1995-05-20
459,25,164,7,1,KA9971338,Suresh Hegde,1985-07-19,M,1,0,2011-11-09
460,26,168,1,1,KA7992333,Suresh Raju,1996-02-19,M,8,0,2018-05-22
461,30,180,2,1,KA6051895,Shivaraj Rao,1990-02-25,M,7,0,2013-04-15
462,22,156,3,1,KA2760168,Manjunath Rao,1990-11-13,M,2,0,2015-03-14
463,22,156,1,3,KA9776935,Ganesh Shetty,1988-01-23,M,4,0,2014-05-29
464,1,11,1,2,KA9064202,Kumar Rao,1972-06-07,M,6,0,1997-03-14
465,1,29,1,4,KA3502229,Rajesh Raju,1971-04-08,M,2,0,1997-01-01
466,1,26,4,1,KA4878226,Mahesh Bhat,1985-07-17,M,8,0,2011-02-20
467,1,13,2,2,KA1661769,Savitha Rao,1992-07-17,F,5,0,2019-02-01
468,1,30,4,1,KA1769891,Santosh Hegde,1992-10-04,M,1,0,2019-07-08
469,11,113,2,1,KA7251562,Naresh Patil,1969-02-16,M,6,0,1992-08-13
470,5,70,2,4,KA8075620,Ravi Hegde,1979-09-20,M,3,0,2005-07-27
471,1,27,1,4,KA8351152,Suresh Pillai,1978-05-11,M,3,0,2003-08-27
472,29,176,1,4,KA2894776,Prakash Swamy,1991-02-28,M,7,0,2015-11-08
473,7,81,4,1,KA9804983,Mahesh Rao,1996-06-19,M,4,0,2022-05-26
474,15,133,2,1,KA8261982,Pushpa Pillai,1973-07-22,F,4,0,1999-05-26
475,18,143,6,1,KA1195368,Ravi Reddy,1969-07-12,M,3,0,1991-10-26
476,3,43,2,4,KA6379342,Basavaraj Pillai,1993-08-30,M,4,0,2019-11-10
477,4,58,3,1,KA7352484,Girish Naik,1972-04-29,M,7,0,1997-12-01
478,20,147,2,4,KA8500558,Mahesh Shetty,1976-12-02,M,6,0,1999-05-26
479,1,5,4,1,KA7917892,Basavaraj Bhat,1992-06-01,M,1,0,2016-08-30
480,22,155,1,3,KA9528492,Rajesh Pillai,1969-04-02,M,4,0,1994-10-23
481,1,14,2,4,KA6569576,Srinivas Patil,1987-01-08,M,8,0,2013-09-27
482,1,30,2,2,KA1036858,Prakash Bhat,1992-08-25,M,6,0,2018-11-22
483,9,96,3,1,KA3754070,Harish Murthy,1992-04-02,M,8,0,2014-06-29
484,22,157,1,1,KA7591709,Kumar Gowda,1988-03-26,M,4,0,2011-04-09
485,1,28,2,1,KA8558212,Dinesh Bhat,1978-06-06,M,8,0,2000-09-03
486,1,2,2,1,KA8261353,Manjunath Reddy,1973-03-25,M,8,0,1999-05-05
487,3,46,7,1,KA3153888,Shobha Sharma,1971-01-25,F,2,0,1994-01-09
488,7,83,7,1,KA7453568,Naveen Swamy,1974-05-29,M,7,0,2001-05-02
489,6,71,1,3,KA8597490,Vinitha Nair,1979-03-05,F,3,0,2003-01-30
490,15,132,7,1,KA6266549,Naveen Bhat,1983-08-12,M,4,0,2010-04-28
491,29,176,1,2,KA3983202,Naveen Bhat,1981-07-13,M,6,0,2007-04-15
492,20,150,2,4,KA9957402,Prakash Murthy,1971-06-04,M,5,0,1997-02-23
493,15,134,1,4,KA3438177,Kumar Nair,1992-03-30,M,1,0,2014-05-15
494,3,42,5,1,KA5203716,Dinesh Rao,1984-03-01,M,3,0,2009-12-24
495,17,139,5,1,KA8593275,Harish Kumar,1995-07-28,M,2,0,2019-07-26
496,25,166,1,2,KA9571853,Shivaraj Pillai,1971-11-05,M,5,0,1996-01-04
497,9,100,2,3,KA1902651,Suresh Sharma,1978-05-02,M,1,0,2004-09-26
498,11,114,6,1,KA7169672,Dinesh Swamy,1986-11-26,M,4,0,2012-06-09
499,3,46,2,2,KA9620919,Dinesh Rao,1993-09-05,M,2,0,2016-09-16
500,5,68,3,1,KA5278461,Kumar Rao,1991-03-09,M,1,0,2014-01-26
501,7,83,1,3,KA9230079,Ramesh Naik,1970-03-31,M,6,0,1992-07-07
502,3,48,1,2,KA7978168,Santosh Murthy,1973-09-01,M,7,0,1996-01-13
503,27,170,1,3,KA5925360,Venkatesh Sharma,1982-02-18,M,4,0,2005-12-22
504,19,144,2,1,KA6805039,Mamatha Murthy,1967-11-23,F,8,0,1989-12-05
505,5,63,3,1,KA6384429,Naveen Sharma,1995-03-26,M,7,0,2021-01-15
506,17,139,1,3,KA9628674,Suma Hegde,1984-05-02,F,8,0,2006-06-16
507,3,50,4,1,KA2381527,Harish Sharma,1982-08-26,M,2,0,2007-07-08
508,24,161,1,2,KA8117053,Shivaraj Murthy,1994-01-31,M,2,0,2017-04-01
509,1,19,6,1,KA8704520,Kumar Raju,1990-02-14,M,6,0,2012-03-28
510,5,65,1,2,KA5339392,Mahesh Naik,1971-12-27,M,7,0,1994-05-14
511,1,5,2,1,KA9973031,Ravi Hegde,1979-07-20,M,1,0,2005-04-22
512,20,150,5,1,KA2217848,Naveen Gowda,1994-12-24,M,6,0,2020-11-22
513,29,176,5,1,KA2451316,Suma Rao,1983-07-03,F,5,0,2008-11-20
514,27,170,2,2,KA9950103,Srinivas Hegde,1995-08-22,M,4,0,2020-04-12
515,17,140,5,1,KA3417186,Ravi Nair,1983-10-16,M,5,0,2009-04-30
516,18,143,3,1,KA1700837,Prakash Naik,1990-09-05,M,1,0,2013-05-09
517,1,22,3,1,KA6768873,Ravi Murthy,1983-05-09,M,4,0,2006-07-07
518,3,48,1,3,KA4260252,Manjunath Reddy,1987-02-12,M,2,0,2012-07-23
519,18,141,1,1,KA5876342,Praveen Pillai,1976-04-30,M,2,0,2001-12-05
520,14,125,3,1,KA3151093,Dinesh Bhat,1982-03-07,M,4,0,2006-03-02
521,3,50,7,1,KA8560584,Naveen Gowda,1982-10-07,M,6,0,2007-06-23
522,3,40,3,1,KA7115185,Harish Bhat,1971-08-26,M,6,0,1996-10-23
523,5,64,2,4,KA5641917,Kavitha Naik,1987-01-31,F,6,0,2013-01-22
524,12,119,2,3,KA9170024,Santosh Sharma,1977-01-16,M,2,0,2001-01-14
525,6,72,6,1,KA4295580,Naveen Gowda,1990-09-28,M,5,0,2017-09-21
526,1,5,1,1,KA7797028,Mahesh Bhat,1974-04-09,M,4,0,1999-10-18
527,17,139,3,1,KA3493647,Geetha Rao,1975-11-05,F,6,0,2001-06-30
528,6,75,6,1,KA9407451,Praveen Bhat,1991-01-06,M,2,0,2015-08-09
529,5,62,4,1,KA3782393,Manjunath Naik,1969-06-23,M,3,0,1995-04-19
530,26,169,3,1,KA9111841,Naresh Swamy,1990-06-18,M,6,0,2016-07-28
531,5,68,1,1,KA4469093,Basavaraj Kumar,1980-06-13,M,6,0,2003-09-30
532,1,11,1,1,KA9747185,Srinivas Sharma,1967-12-06,M,5,0,1991-09-24
533,19,146,3,1,KA7350486,Girish Swamy,1989-03-22,M,6,0,2013-04-26
534,9,97,1,4,KA6920646,Mahesh Murthy,1987-01-09,M,6,0,2011-11-26
535,1,2,3,1,KA3331501,Basavaraj Sharma,1974-07-05,M,8,0,2001-06-09
536,6,72,4,1,KA4135756,Mahesh Murthy,1987-07-14,M,3,0,2010-05-11
537,10,107,1,1,KA9078508,Ganesh Raju,1982-03-17,M,8,0,2008-03-25
538,10,106,4,1,KA1723841,Praveen Reddy,1996-01-06,M,3,0,2019-05-14
539,15,132,4,1,KA3463987,Naresh Reddy,1995-04-06,M,1,0,2022-03-29
540,21,154,2,1,KA5755579,Naresh Murthy,1971-09-27,M,2,0,1997-04-18
541,13,124,6,1,KA7891524,Naveen Shetty,1989-05-15,M,3,0,2012-08-01
542,15,131,4,1,KA6749069,Naresh Swamy,1985-02-26,M,8,0,2008-01-30
543,9,99,2,1,KA4394845,Mahesh Kumar,1991-02-02,M,7,0,2013-09-06
544,13,122,1,1,KA9915915,Naveen Gowda,1969-06-11,M,2,0,1994-10-16
545,17,139,3,1,KA8239315,Ramesh Sharma,1996-12-19,M,7,0,2023-04-18
546,11,110,3,1,KA9088689,Suresh Bhat,1986-09-23,M,7,0,2013-03-18
547,2,35,2,2,KA2406225,Praveen Gowda,1985-08-08,M,5,0,2010-04-06
548,3,49,1,1,KA9766777,Shivaraj Hegde,1996-10-10,M,2,0,2022-09-26
549,29,177,1,3,KA2788169,Ravi Raju,1982-11-07,M,3,0,2007-02-16
550,17,138,1,3,KA5623138,Praveen Rao,1978-01-08,M,7,0,2003-03-04
551,18,143,5,1,KA7211142,Kumar Murthy,1975-05-19,M,8,0,1998-05-14
552,30,181,2,2,KA2997927,Harish Swamy,1979-03-01,M,4,0,2005-04-09
553,15,131,1,3,KA1873301,Naresh Gowda,1979-01-20,M,3,0,2005-06-11
554,2,38,1,4,KA2478755,Rajesh Nair,1975-11-12,M,2,0,2001-03-19
555,1,10,3,1,KA9741022,Prakash Gowda,1979-10-13,M,5,0,2004-01-05
556,3,45,5,1,KA8364728,Naveen Naik,1968-04-19,M,1,0,1993-01-20
557,1,9,1,2,KA3843451,Manjunath Rao,1970-02-16,M,1,0,1994-12-22
558,6,71,1,4,KA7802338,Rajesh Reddy,1979-02-07,M,4,0,2003-01-25
559,18,141,1,3,KA6829664,Mahesh Sharma,1984-04-04,M,5,0,2010-04-25
560,10,104,7,1,KA5380657,Dinesh Shetty,1971-03-26,M,3,0,1993-03-29
561,14,129,1,1,KA9611521,Ganesh Murthy,1983-10-27,M,5,0,2007-09-17
562,11,114,4,1,KA9113963,Praveen Rao,1980-02-08,M,4,0,2005-03-31
563,20,151,2,1,KA5325497,Srinivas Raju,1995-10-17,M,2,0,2020-06-24
564,4,59,4,1,KA6923972,Venkatesh Raju,1982-11-10,M,1,0,2007-02-26
565,1,24,1,3,KA2275551,Girish Kumar,1979-02-15,M,3,0,2004-11-19
566,20,147,7,1,KA4190481,Prakash Kumar,1984-12-13,M,8,0,2007-12-17
567,5,68,1,2,KA5189194,Venkatesh Bhat,1987-09-30,M,6,0,2011-01-06
568,1,21,7,1,KA1111126,Ganesh Gowda,1967-04-06,M,1,0,1992-01-03
569,14,127,2,3,KA9234347,Prakash Swamy,1971-04-02,M,3,0,1998-02-08
570,4,57,2,1,KA9820377,Geetha Rao,1971-02-25,F,7,0,1993-11-08
571,8,89,3,1,KA3932663,Shivaraj Naik,1979-05-12,M,8,0,2006-03-03
572,7,81,2,2,KA7365745,Vinitha Murthy,1996-08-23,F,2,0,2018-09-11
573,3,48,1,2,KA5519920,Naveen Pillai,1972-05-31,M,8,0,1995-11-15
574,14,128,1,4,KA7246319,Rekha Patil,1978-01-02,F,6,0,2001-03-03
575,20,147,1,2,KA2675536,Girish Shetty,1991-02-20,M,5,0,2016-05-08
576,9,98,6,1,KA3509000,Shivaraj Hegde,1988-03-23,M,8,0,2011-01-10
577,2,35,2,3,KA9164132,Naresh Hegde,1968-09-24,M,5,0,1993-08-12
578,1,26,2,2,KA5266272,Praveen Naik,1989-09-10,M,8,0,2012-01-05
579,7,86,4,1,KA7044941,Ganesh Shetty,1985-05-14,M,5,0,2009-05-17
580,28,174,2,2,KA5774942,Kumar Gowda,1969-11-09,M,6,0,1992-12-15
581,12,115,5,1,KA5807067,Manjunath Shetty,1993-07-03,M,8,0,2017-08-16
582,25,164,1,4,KA2196955,Ramesh Pillai,1981-11-20,M,2,0,2006-03-27
583,26,168,2,3,KA7634639,Venkatesh Patil,1983-12-14,M,5,0,2009-12-01
584,20,151,2,4,KA3807132,Shobha Pillai,1973-08-26,F,3,0,1998-02-28
585,27,170,1,1,KA4532803,Ramesh Bhat,1985-09-25,M,3,0,2011-11-21
586,13,122,7,1,KA1442329,Ganesh Gowda,1972-06-02,M,7,0,1994-09-15
587,23,159,1,4,KA6190378,Mahesh Gowda,1990-01-20,M,4,0,2012-07-05
588,2,33,4,1,KA3862327,Harish Shetty,1991-02-18,M,1,0,2016-01-26
589,7,84,7,1,KA5570355,Prakash Pillai,1975-08-30,M,8,0,2000-04-06
590,21,153,3,1,KA8297709,Shivaraj Reddy,1976-07-16,M,5,0,2002-01-23
591,1,23,1,3,KA7915632,Meena Murthy,1977-03-14,F,5,0,2000-11-28
592,2,35,3,1,KA8871835,Rajesh Naik,1981-08-05,M,1,0,2005-03-09
593,6,77,2,4,KA5914425,Basavaraj Nair,1996-08-11,M,4,0,2022-11-21
594,10,106,1,4,KA5192561,Shivaraj Patil,1971-11-16,M,3,0,1996-04-23
595,4,57,2,4,KA5019180,Ravi Pillai,1985-03-23,M,5,0,2007-08-27
596,10,106,1,1,KA4060284,Shivaraj Nair,1988-08-02,M,3,0,2015-05-10
597,5,70,2,2,KA6379509,Srinivas Swamy,1969-01-31,M,1,0,1993-10-29
598,1,27,1,2,KA8355410,Shivaraj Naik,1984-05-13,M,1,0,2007-11-10
599,4,56,2,3,KA9361693,Ramesh Naik,1981-09-07,M,6,0,2006-01-09
600,2,38,1,4,KA2197636,Suresh Patil,1994-07-04,M,8,0,2017-12-25
601,1,4,2,2,KA7455837,Girish Pillai,1991-07-20,M,8,0,2017-11-03
602,1,25,2,2,KA8932696,Suresh Kumar,1973-08-23,M,7,0,1999-05-12
603,3,41,2,1,KA9739692,Harish Sharma,1968-10-18,M,2,0,1994-11-12
604,1,14,2,1,KA4958849,Harish Kumar,1967-02-11,M,7,0,1990-04-27
605,20,150,1,2,KA1149818,Naresh Nair,1991-08-27,M,1,0,2015-11-09
606,3,40,3,1,KA2501223,Basavaraj Bhat,1980-05-12,M,4,0,2006-09-01
607,8,87,3,1,KA2002860,Mahesh Raju,1968-12-23,M,6,0,1991-04-19
608,2,33,1,3,KA6827024,Shivaraj Nair,1975-02-20,M,8,0,1998-06-05
609,8,92,2,1,KA9142018,Rajesh Bhat,1990-12-23,M,8,0,2014-05-14
610,3,49,2,3,KA6430463,Shivaraj Bhat,1971-08-08,M,8,0,1994-08-19
611,18,142,6,1,KA9911007,Naveen Sharma,1989-10-29,M,3,0,2012-03-13
612,12,117,2,4,KA4112748,Girish Murthy,1996-12-27,M,1,0,2023-04-29
613,5,62,3,1,KA2062698,Prakash Nair,1982-08-20,M,7,0,2008-08-29
614,3,40,3,1,KA6412330,Basavaraj Nair,1969-07-09,M,7,0,1993-02-02
