VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
10287,9401,Harish Raju,45,M,0
10288,9401,Pushpa Raju,39,F,0
10289,9402,Geetha Reddy,23,F,0
10290,9402,Santosh Swamy,36,M,0
10291,9403,Ganesh Murthy,18,M,0
10292,9404,Prakash Hegde,23,M,0
10293,9405,Ravi Hegde,38,M,0
10294,9406,Mamatha Kumar,53,F,0
10295,9407,Kavitha Bhat,53,F,0
10296,9408,Rajesh Kumar,42,M,0
10297,9409,Shivaraj Shetty,59,M,0
10298,9409,Naresh Gowda,29,M,0
10299,9410,Rekha Hegde,31,F,0
10300,9410,Suresh Nair,22,M,0
10301,9411,Kavitha Kumar,41,F,0
10302,9412,Usha Patil,61,F,0
10303,9413,Vinitha Swamy,18,F,0
10304,9414,Savitha Sharma,32,F,0
10305,9415,Geetha Rao,33,F,0
10306,9416,Venkatesh Swamy,27,T,0
10307,9417,Kumar Hegde,29,M,0
10308,9418,Ramesh Pillai,44,M,0
10309,9419,Venkatesh Rao,28,M,0
10310,9420,Girish Hegde,38,M,1
10311,9421,Mamatha Kumar,5,F,0
10312,9422,Anitha Sharma,9,F,1
10313,9423,Basavaraj Shetty,69,M,0
10314,9424,Rajesh Nair,33,M,1
10315,9425,Manjunath Gowda,36,M,0
10316,9425,Suresh Swamy,39,M,0
10317,9426,Ramesh Shetty,24,M,0
10318,9427,Kavitha Gowda,47,F,1
10319,9428,Anitha Swamy,52,F,0
10320,9429,Ganesh Sharma,31,M,0
10321,9430,Mahesh Nair,40,M,0
10322,9431,Lakshmi Murthy,60,F,0
10323,9432,Geetha Sharma,40,F,0
10324,9433,Suma Rao,43,F,0
10325,9434,Kavitha Hegde,44,F,0
10326,9435,Naveen Swamy,18,M,0
10327,9435,Kavitha Rao,48,F,0
10328,9436,Suresh Pillai,16,M,0
10329,9437,Mahesh Kumar,58,M,0
10330,9437,Mamatha Murthy,54,F,0
10331,9438,Asha Gowda,57,F,0
10332,9439,Harish Sharma,51,M,0
10333,9440,Asha Raju,10,F,0
10334,9441,Santosh Pillai,26,M,0
10335,9442,Praveen Reddy,47,M,0
10336,9443,Harish Swamy,52,T,0
10337,9443,Geetha Sharma,15,F,0
10338,9444,Praveen Shetty,24,M,0
10339,9445,Asha Swamy,18,F,0
10340,9445,Anitha Shetty,5,F,0
10341,9446,Basavaraj Naik,32,M,0
10342,9447,Shivaraj Shetty,33,M,0
10343,9447,Meena Bhat,53,F,0
10344,9448,Meena Hegde,40,F,0
10345,9449,Ravi Reddy,32,M,0
10346,9450,Mamatha Murthy,27,F,0
10347,9451,Shobha Swamy,26,F,0
10348,9452,Naresh Shetty,38,M,0
10349,9453,Praveen Shetty,30,M,0
10350,9454,Naresh Rao,29,M,0
10351,9455,Shivaraj Nair,39,M,0
10352,9456,Rekha Murthy,50,F,0
10353,9457,Naveen Nair,44,M,0
10354,9458,Naveen Patil,26,M,0
10355,9459,Naveen Bhat,59,M,0
10356,9460,Rekha Kumar,25,F,0
10357,9461,Suma Gowda,24,F,0
10358,9462,Mamatha Shetty,49,F,1
10359,9463,Pushpa Reddy,40,F,0
10360,9464,Suma Shetty,17,F,0
10361,9465,Ganesh Pillai,32,T,0
10362,9466,Usha Raju,32,F,0
10363,9467,Kumar Naik,28,M,0
10364,9468,Usha Naik,33,F,0
10365,9469,Girish Bhat,41,M,0
10366,9470,Dinesh Patil,5,M,0
10367,9471,Suresh Rao,31,M,0
10368,9472,Shobha Sharma,29,F,0
10369,9473,Ravi Gowda,13,M,0
10370,9474,Venkatesh Swamy,19,M,0
10371,9474,Srinivas Bhat,23,M,0
10372,9475,Suma Gowda,35,F,0
10373,9476,Asha Raju,31,F,0
10374,9477,Usha Raju,25,F,0
10375,9478,Pushpa Rao,20,F,0
10376,9479,Usha Pillai,23,F,0
10377,9480,Lakshmi Bhat,44,F,0
10378,9481,Kavitha Hegde,23,F,0
10379,9482,Basavaraj Kumar,24,M,0
10380,9482,Kavitha Nair,38,F,0
10381,9483,Pushpa Patil,17,F,0
10382,9484,Lakshmi Raju,36,F,0
10383,9485,Kumar Reddy,35,M,0
10384,9486,Harish Gowda,32,M,0
10385,9487,Suresh Hegde,17,M,0
10386,9488,Shivaraj Shetty,12,M,0
10387,9489,Lakshmi Swamy,34,F,0
10388,9490,Vinitha Gowda,24,F,0
10389,9491,Anitha Hegde,18,F,0
10390,9492,Girish Gowda,50,M,0
10391,9492,Naveen Sharma,50,M,0
10392,9493,Rajesh Rao,26,M,0
10393,9494,Lakshmi Hegde,34,F,0
10394,9495,Meena Shetty,23,F,0
10395,9495,Savitha Patil,14,F,0
10396,9496,Lakshmi Bhat,53,F,0
10397,9497,Santosh Murthy,33,M,0
10398,9498,Shobha Hegde,48,F,0
10399,9499,Rekha Bhat,47,F,0
10400,9500,Kumar Patil,22,M,0
10401,9501,Rekha Murthy,5,F,1
10402,9502,Srinivas Naik,43,M,0
10403,9503,Prakash Bhat,5,M,0
10404,9503,Suresh Sharma,28,M,0
10405,9504,Kumar Nair,18,M,0
10406,9505,Asha Patil,22,F,0
10407,9506,Lakshmi Shetty,56,F,0
10408,9507,Rajesh Hegde,49,M,0
10409,9508,Meena Swamy,21,F,0
10410,9509,Shobha Murthy,47,F,0
10411,9510,Santosh Swamy,30,M,0
10412,9511,Srinivas Swamy,40,M,0
10413,9511,Ramesh Naik,43,M,0
10414,9512,Meena Pillai,16,F,0
10415,9512,Prakash Kumar,41,T,0
10416,9513,Ganesh Reddy,52,M,0
10417,9514,Dinesh Swamy,22,M,0
10418,9515,Basavaraj Pillai,38,M,0
10419,9516,Geetha Bhat,60,F,0
10420,9517,Mahesh Nair,50,M,0
10421,9518,Ganesh Sharma,32,M,0
10422,9519,Santosh Reddy,19,M,0
10423,9520,Meena Naik,35,F,0
10424,9521,Lakshmi Murthy,29,F,0
10425,9522,Manjunath Kumar,25,M,1
10426,9523,Shobha Patil,19,F,0
10427,9524,Shobha Naik,26,F,0
10428,9525,Santosh Patil,33,M,0
10429,9526,Vinitha Swamy,5,F,0
10430,9527,Naveen Naik,25,M,0
10431,9528,Meena Gowda,31,F,0
10432,9529,Naresh Bhat,41,M,0
10433,9530,Vinitha Bhat,46,F,0
10434,9531,Vinitha Hegde,41,F,0
10435,9532,Shobha Patil,50,F,0
10436,9533,Anitha Raju,35,F,0
10437,9534,Kavitha Nair,22,F,0
10438,9535,Ravi Bhat,27,M,0
10439,9536,Srinivas Sharma,33,M,0
10440,9537,Praveen Bhat,29,M,1
10441,9538,Mamatha Sharma,49,F,0
10442,9539,Girish Rao,24,M,0
10443,9540,Shivaraj Nair,42,M,0
10444,9541,Mamatha Sharma,5,F,0
10445,9541,Meena Gowda,77,F,0
10446,9542,Naresh Kumar,39,M,0
10447,9542,Ramesh Reddy,38,M,0
10448,9543,Naresh Naik,21,M,0
10449,9544,Asha Patil,30,F,0
10450,9545,Mamatha Rao,33,F,0
10451,9545,Anitha Gowda,5,F,0
10452,9546,Venkatesh Reddy,33,M,0
10453,9547,Ganesh Swamy,23,M,0
10454,9548,Ravi Pillai,18,M,0
10455,9548,Naveen Raju,8,M,0
10456,9549,Manjunath Pillai,19,M,0
10457,9550,Naveen Naik,53,M,0
10458,9551,Kumar Bhat,75,M,0
10459,9552,Kavitha Naik,39,F,0
10460,9553,Naresh Murthy,51,M,0
10461,9554,Rajesh Pillai,38,M,0
10462,9555,Kavitha Bhat,37,F,0
10463,9556,Meena Sharma,44,F,0
10464,9557,Praveen Patil,18,M,0
10465,9557,Ravi Hegde,27,M,0
10466,9558,Rekha Gowda,13,F,0
10467,9559,Geetha Naik,39,F,0
10468,9559,Shivaraj Naik,55,M,0
10469,9560,Anitha Nair,33,F,0
10470,9561,Usha Gowda,44,F,0
10471,9562,Anitha Bhat,24,F,0
10472,9563,Praveen Murthy,70,M,0
10473,9564,Kumar Murthy,36,M,0
10474,9565,Basavaraj Murthy,33,M,0
10475,9566,Suresh Swamy,47,M,0
10476,9567,Usha Bhat,36,F,0
10477,9568,Ravi Kumar,5,M,0
10478,9569,Savitha Raju,46,F,0
10479,9570,Dinesh Shetty,40,M,0
10480,9571,Mahesh Reddy,22,M,0
10481,9572,Savitha Kumar,16,F,0
10482,9573,Kavitha Rao,48,F,0
10483,9574,Savitha Murthy,40,F,0
10484,9575,Basavaraj Nair,34,M,0
10485,9576,Shivaraj Reddy,63,M,0
10486,9577,Girish Reddy,22,M,0
10487,9578,Kumar Gowda,39,M,0
10488,9579,Naresh Shetty,67,M,0
10489,9580,Manjunath Patil,35,M,0
10490,9581,Rekha Hegde,44,F,0
10491,9582,Shobha Kumar,24,F,0
10492,9583,Harish Nair,26,M,0
10493,9584,Pushpa Hegde,17,F,0
10494,9585,Vinitha Kumar,40,F,0
10495,9586,Kumar Sharma,67,M,0
10496,9586,Naveen Patil,16,M,0
10497,9587,Prakash Kumar,46,M,0
10498,9588,Kumar Hegde,41,M,0
10499,9589,Prakash Murthy,36,M,0
10500,9590,Kavitha Raju,45,F,0
10501,9591,Meena Gowda,18,F,0
10502,9592,Pushpa Gowda,35,F,0
10503,9593,Rajesh Naik,31,M,0
10504,9594,Harish Rao,39,M,1
10505,9595,Savitha Swamy,48,F,0
10506,9596,Geetha Hegde,62,F,0
10507,9597,Girish Swamy,32,M,0
10508,9598,Mahesh Naik,23,M,0
10509,9599,Praveen Sharma,31,M,1
10510,9600,Dinesh Shetty,27,M,0
10511,9601,Girish Gowda,24,M,0
10512,9602,Asha Murthy,49,F,0
10513,9603,Harish Pillai,43,M,0
10514,9604,Kavitha Pillai,42,F,0
10515,9605,Savitha Sharma,39,F,0
10516,9606,Shivaraj Patil,28,T,0
10517,9607,Ramesh Pillai,31,M,0
10518,9607,Anitha Naik,15,F,0
10519,9608,Mahesh Rao,39,M,0
10520,9608,Praveen Hegde,36,M,0
10521,9609,Santosh Kumar,9,M,0
10522,9610,Ganesh Nair,29,M,0
10523,9611,Shobha Murthy,43,F,0
10524,9612,Mamatha Patil,45,F,0
10525,9613,Vinitha Kumar,34,F,0
10526,9614,Srinivas Nair,30,M,0
10527,9615,Mamatha Hegde,18,F,0
10528,9616,Venkatesh Hegde,23,M,0
10529,9617,Ganesh Nair,23,M,0
10530,9618,Meena Sharma,36,F,0
10531,9618,Pushpa Kumar,35,F,0
10532,9619,Santosh Rao,43,M,0
10533,9620,Kumar Nair,25,M,1
10534,9621,Manjunath Rao,40,M,0
10535,9622,Rekha Pillai,37,F,0
10536,9623,Mamatha Hegde,38,F,0
10537,9624,Vinitha Pillai,66,F,0
10538,9624,Dinesh Patil,23,M,0
10539,9625,Asha Murthy,68,F,0
10540,9626,Pushpa Murthy,21,F,0
10541,9627,Prakash Gowda,53,M,1
10542,9628,Rajesh Reddy,34,M,0
10543,9629,Naresh Rao,12,M,0
10544,9630,Asha Bhat,50,F,0
10545,9631,Venkatesh Nair,37,M,0
10546,9632,Meena Reddy,45,F,0
10547,9633,Ganesh Rao,31,M,0
10548,9634,Suma Bhat,35,F,0
10549,9635,Shivaraj Murthy,26,M,0
10550,9636,Kumar Swamy,23,M,0
10551,9637,Shobha Bhat,26,F,0
10552,9638,Naresh Bhat,22,M,0
10553,9639,Shobha Patil,39,F,0
10554,9640,Meena Naik,38,F,0
10555,9641,Mamatha Nair,40,F,0
10556,9642,Naresh Naik,40,M,0
10557,9643,Pushpa Sharma,35,F,0
10558,9644,Dinesh Pillai,63,M,0
10559,9645,Basavaraj Nair,43,T,0
10560,9646,Naveen Swamy,5,M,0
10561,9647,Ganesh Nair,48,M,0
10562,9647,Asha Kumar,13,F,0
10563,9648,Geetha Patil,51,F,0
10564,9649,Ravi Pillai,28,M,0
10565,9650,Asha Murthy,31,F,0
10566,9651,Rekha Pillai,45,F,0
10567,9652,Suma Bhat,57,F,0
10568,9653,Harish Nair,22,M,0
10569,9653,Mahesh Nair,33,M,0
10570,9654,Venkatesh Nair,48,M,0
10571,9654,Mamatha Raju,42,F,0
10572,9655,Meena Naik,5,F,0
10573,9656,Asha Hegde,27,F,0
10574,9657,Ganesh Nair,42,M,0
10575,9657,Dinesh Hegde,30,M,0
10576,9658,Srinivas Reddy,28,M,0
10577,9659,Praveen Shetty,24,M,0
10578,9660,Prakash Patil,37,M,0
10579,9661,Meena Naik,28,F,0
10580,9662,Vinitha Patil,48,F,0
10581,9663,Usha Rao,35,F,0
10582,9664,Shobha Pillai,53,F,0
10583,9664,Lakshmi Murthy,44,F,0
10584,9665,Anitha Rao,36,F,0
10585,9666,Venkatesh Rao,34,M,0
10586,9667,Anitha Kumar,22,F,0
10587,9668,Ravi Kumar,42,M,0
10588,9669,Mamatha Naik,46,F,0
10589,9670,Naveen Nair,23,M,0
10590,9670,Rekha Swamy,22,F,0
10591,9671,Vinitha Swamy,33,F,0
10592,9671,Girish Pillai,45,M,0
10593,9672,Kumar Kumar,30,M,0
10594,9673,Shivaraj Sharma,34,M,0
10595,9674,Lakshmi Gowda,17,F,0
10596,9675,Rekha Pillai,53,F,0
10597,9676,Harish Rao,38,M,0
10598,9677,Anitha Shetty,18,F,0
10599,9678,Vinitha Naik,48,F,0
10600,9679,Mamatha Sharma,41,F,0
10601,9680,Shivaraj Patil,18,M,0
10602,9681,Kumar Patil,21,M,0
10603,9682,Harish Reddy,60,M,0
10604,9683,Shivaraj Kumar,42,M,0
10605,9684,Basavaraj Patil,37,M,1
10606,9685,Usha Gowda,25,F,0
10607,9686,Suresh Sharma,56,M,0
10608,9687,Vinitha Reddy,17,F,0
10609,9688,Basavaraj Gowda,17,M,0
10610,9689,Basavaraj Gowda,44,M,0
10611,9690,Anitha Hegde,48,F,0
10612,9691,Santosh Naik,15,M,0
10613,9691,Savitha Naik,43,F,0
10614,9692,Prakash Naik,40,M,0
10615,9693,Ramesh Swamy,35,M,1
10616,9694,Rajesh Shetty,47,M,0
10617,9695,Venkatesh Shetty,18,M,0
10618,9696,Ganesh Sharma,25,M,0
10619,9697,Kavitha Naik,44,F,0
10620,9698,Asha Rao,21,F,0
10621,9699,Shivaraj Sharma,52,M,0
10622,9700,Ravi Swamy,38,M,0
10623,9701,Shivaraj Reddy,22,M,0
10624,9702,Dinesh Bhat,56,M,0
10625,9703,Basavaraj Gowda,48,M,0
10626,9704,Asha Shetty,42,F,0
10627,9705,Ganesh Pillai,42,M,0
10628,9706,Shivaraj Sharma,37,M,0
10629,9707,Praveen Rao,36,M,0
10630,9708,Venkatesh Raju,44,M,0
10631,9709,Girish Reddy,41,M,0
10632,9710,Suma Sharma,49,F,0
10633,9711,Suresh Gowda,34,T,0
10634,9711,Basavaraj Naik,67,M,0
10635,9712,Geetha Pillai,42,F,0
10636,9713,Girish Murthy,15,M,0
10637,9714,Venkatesh Naik,33,M,0
10638,9715,Rekha Shetty,45,F,0
10639,9716,Srinivas Raju,50,M,0
10640,9717,Dinesh Sharma,28,M,0
10641,9718,Asha Reddy,23,F,0
10642,9719,Harish Murthy,44,M,0
10643,9720,Naresh Murthy,33,M,0
10644,9721,Mahesh Murthy,39,M,0
10645,9721,Harish Rao,46,M,0
10646,9722,Vinitha Swamy,33,F,0
10647,9723,Kavitha Bhat,37,F,0
10648,9724,Girish Nair,30,M,0
10649,9725,Vinitha Raju,28,F,0
10650,9726,Suma Bhat,44,F,0
10651,9727,Naveen Naik,71,M,0
10652,9728,Ravi Naik,35,M,0
10653,9729,Girish Patil,36,M,0
10654,9730,Pushpa Bhat,24,F,0
10655,9731,Mamatha Patil,36,F,0
10656,9732,Rekha Bhat,59,F,0
10657,9733,Savitha Gowda,29,F,0
10658,9734,Savitha Sharma,13,F,0
10659,9735,Manjunath Raju,30,M,0
10660,9735,Dinesh Murthy,10,M,0
10661,9736,Ravi Rao,32,M,0
10662,9737,Manjunath Hegde,26,M,0
10663,9738,Ravi Nair,52,M,0
10664,9739,Praveen Hegde,39,T,0
10665,9740,Pushpa Naik,40,F,0
10666,9740,Shivaraj Murthy,35,T,0
10667,9741,Meena Nair,22,F,0
10668,9742,Vinitha Kumar,40,F,0
10669,9743,Suresh Sharma,42,M,0
10670,9744,Suresh Raju,5,M,0
10671,9745,Lakshmi Reddy,30,F,0
10672,9745,Ganesh Bhat,37,M,0
10673,9746,Kumar Raju,18,M,0
10674,9747,Basavaraj Raju,32,M,0
10675,9748,Meena Sharma,39,F,0
10676,9749,Venkatesh Nair,48,M,1
10677,9750,Mahesh Hegde,54,M,0
10678,9751,Pushpa Murthy,56,F,0
10679,9752,Mahesh Patil,47,M,0
10680,9753,Venkatesh Bhat,5,M,0
10681,9754,Santosh Patil,27,M,0
10682,9755,Shobha Reddy,53,F,0
10683,9756,Shivaraj Sharma,28,M,0
10684,9757,Rajesh Gowda,37,M,0
10685,9758,Rajesh Patil,33,M,0
10686,9759,Naveen Bhat,24,M,0
10687,9760,Basavaraj Hegde,33,M,0
10688,9761,Mamatha Pillai,42,F,0
10689,9762,Praveen Sharma,22,M,0
10690,9763,Venkatesh Reddy,44,M,0
10691,9764,Manjunath Bhat,11,M,0
10692,9765,Srinivas Murthy,50,M,0
10693,9766,Asha Swamy,28,F,0
10694,9766,Harish Shetty,29,M,0
10695,9767,Mamatha Shetty,29,F,0
10696,9768,Asha Rao,13,F,0
10697,9769,Ravi Kumar,40,M,0
10698,9770,Rekha Patil,49,F,0
10699,9771,Basavaraj Patil,33,M,0
10700,9772,Rekha Gowda,46,F,0
10701,9773,Girish Swamy,54,M,0
10702,9774,Girish Naik,58,M,0
10703,9774,Rajesh Nair,5,M,0
10704,9775,Manjunath Reddy,13,M,0
10705,9776,Rajesh Murthy,41,M,0
10706,9776,Manjunath Naik,50,M,0
10707,9777,Suma Sharma,63,F,0
10708,9778,Shobha Hegde,14,F,0
10709,9779,Shivaraj Pillai,43,M,0
10710,9780,Kavitha Raju,50,F,0
10711,9781,Shobha Kumar,51,F,0
10712,9782,Dinesh Hegde,17,M,0
10713,9783,Pushpa Sharma,42,F,0
10714,9784,Shivaraj Raju,37,M,0
10715,9785,Suresh Gowda,31,M,0
10716,9786,Mamatha Nair,39,F,0
10717,9787,Suma Swamy,31,F,0
10718,9788,Naresh Sharma,31,M,0
10719,9788,Shivaraj Gowda,28,M,0
10720,9789,Naveen Sharma,31,M,0
10721,9790,Shobha Murthy,45,F,0
10722,9790,Usha Kumar,30,F,0
10723,9791,Rajesh Swamy,17,M,0
10724,9792,Mahesh Sharma,20,M,0
10725,9793,Meena Reddy,48,F,0
10726,9794,Ganesh Shetty,14,M,0
10727,9795,Savitha Swamy,21,F,0
10728,9796,Usha Nair,30,F,0
10729,9797,Rekha Gowda,38,F,0
10730,9798,Asha Pillai,18,F,0
10731,9799,Venkatesh Murthy,40,M,0
10732,9800,Lakshmi Rao,48,F,0
10733,9801,Girish Nair,45,M,0
10734,9802,Basavaraj Naik,50,M,0
10735,9803,Mahesh Raju,29,M,0
10736,9804,Ganesh Patil,16,M,0
10737,9805,Girish Reddy,45,M,0
10738,9806,Geetha Raju,42,F,0
10739,9807,Ravi Raju,32,M,0
10740,9808,Harish Pillai,31,M,0
10741,9809,Usha Bhat,35,F,1
10742,9810,Harish Gowda,35,M,0
10743,9811,Suresh Reddy,42,M,0
10744,9812,Vinitha Reddy,29,F,0
10745,9813,Lakshmi Swamy,29,F,1
10746,9814,Suresh Naik,34,M,0
10747,9815,Ravi Hegde,23,M,0
10748,9816,Ganesh Reddy,42,M,0
10749,9817,Rekha Rao,43,F,0
10750,9818,Naveen Shetty,19,M,0
10751,9819,Santosh Nair,36,M,0
10752,9820,Savitha Bhat,24,F,0
10753,9821,Naveen Shetty,40,M,0
10754,9821,Santosh Reddy,17,M,0
10755,9822,Rekha Gowda,30,F,0
10756,9823,Venkatesh Gowda,41,M,0
10757,9824,Usha Shetty,40,F,0
10758,9824,Asha Reddy,56,F,0
10759,9825,Kumar Patil,43,M,0
10760,9826,Ravi Hegde,28,M,0
10761,9827,Rekha Naik,44,F,0
10762,9828,Kavitha Naik,38,F,0
10763,9829,Prakash Kumar,50,T,0
10764,9829,Naresh Hegde,20,M,0
10765,9830,Vinitha Raju,37,F,0
10766,9831,Vinitha Patil,34,F,0
10767,9832,Mamatha Pillai,21,F,0
10768,9833,Kavitha Naik,40,F,0
10769,9834,Lakshmi Nair,32,F,0
10770,9835,Lakshmi Patil,43,F,0
10771,9836,Ravi Rao,41,M,0
10772,9837,Shobha Bhat,14,F,0
10773,9838,Girish Patil,18,M,0
10774,9839,Lakshmi Kumar,5,F,0
10775,9840,Geetha Swamy,64,F,0
10776,9841,Shobha Murthy,43,F,0
10777,9842,Naresh Rao,34,M,0
10778,9843,Suma Reddy,14,F,0
10779,9844,Mamatha Patil,29,F,0
10780,9845,Asha Gowda,15,F,0
10781,9846,Savitha Bhat,35,F,0
10782,9847,Prakash Patil,32,M,1
10783,9847,Srinivas Pillai,27,M,0
10784,9848,Lakshmi Nair,41,F,0
10785,9849,Srinivas Naik,36,M,0
10786,9850,Ravi Kumar,28,M,0
10787,9851,Anitha Murthy,30,F,0
10788,9852,Srinivas Rao,32,M,0
10789,9853,Rekha Bhat,27,F,0
10790,9854,Ganesh Shetty,36,M,0
10791,9855,Basavaraj Naik,29,M,0
10792,9856,Naresh Swamy,5,M,0
10793,9857,Rekha Hegde,28,F,0
10794,9858,Usha Nair,20,F,0
10795,9859,Shobha Murthy,26,F,0
10796,9860,Shobha Naik,37,F,0
10797,9861,Ravi Hegde,40,M,0
10798,9862,Lakshmi Murthy,9,F,0
10799,9863,Anitha Raju,20,F,0
10800,9863,Lakshmi Nair,55,F,0
10801,9864,Shobha Reddy,38,F,0
10802,9865,Anitha Reddy,40,F,0
10803,9866,Prakash Kumar,46,M,0
10804,9867,Rekha Swamy,39,F,0
10805,9867,Ganesh Sharma,41,M,0
10806,9868,Kavitha Shetty,62,F,0
10807,9869,Lakshmi Hegde,32,F,0
10808,9870,Shobha Patil,53,F,0
10809,9871,Lakshmi Patil,20,F,0
10810,9872,Ganesh Nair,32,M,0
10811,9873,Meena Sharma,33,F,1
10812,9874,Anitha Sharma,30,F,0
10813,9875,Savitha Gowda,29,F,1
10814,9876,Ganesh Reddy,22,M,0
10815,9877,Kumar Sharma,41,M,0
10816,9878,Rajesh Hegde,45,M,0
10817,9879,Rekha Gowda,33,F,0
10818,9879,Suma Patil,14,F,0
10819,9880,Mahesh Rao,30,M,0
10820,9881,Venkatesh Bhat,61,M,0
10821,9882,Praveen Murthy,47,M,0
10822,9883,Harish Patil,29,M,0
10823,9883,Venkatesh Kumar,50,M,0
10824,9884,Shivaraj Patil,26,M,0
10825,9885,Suresh Raju,18,M,0
10826,9886,Kumar Swamy,25,M,0
10827,9887,Venkatesh Sharma,59,M,0
10828,9888,Lakshmi Bhat,29,F,0
10829,9889,Suresh Patil,27,M,0
10830,9890,Naveen Reddy,53,M,0
10831,9891,Meena Murthy,35,F,0
10832,9892,Srinivas Raju,29,M,1
10833,9893,Lakshmi Swamy,8,F,0
10834,9894,Dinesh Raju,32,M,0
10835,9895,Suma Gowda,52,F,0
10836,9896,Suresh Raju,33,M,0
10837,9897,Savitha Pillai,46,F,0
10838,9898,Srinivas Hegde,35,M,0
10839,9899,Kavitha Hegde,51,F,0
10840,9900,Manjunath Naik,17,M,0
10841,9901,Geetha Swamy,42,F,0
10842,9902,Pushpa Kumar,26,F,0
10843,9903,Harish Patil,48,M,0
10844,9903,Manjunath Gowda,26,M,0
10845,9904,Anitha Kumar,53,F,0
10846,9905,Lakshmi Reddy,25,F,0
10847,9906,Anitha Bhat,24,F,0
10848,9907,Dinesh Patil,63,M,0
10849,9908,Rekha Swamy,19,F,1
10850,9909,Savitha Shetty,34,F,0
10851,9910,Naveen Raju,38,M,0
10852,9911,Suresh Patil,42,M,0
10853,9912,Ramesh Gowda,33,M,0
10854,9913,Suresh Murthy,18,M,0
10855,9914,Anitha Raju,41,F,0
10856,9915,Suma Kumar,21,F,1
10857,9916,Ganesh Hegde,12,M,0
10858,9917,Meena Patil,19,F,0
10859,9918,Naveen Reddy,50,M,1
10860,9919,Harish Nair,47,M,0
10861,9919,Lakshmi Swamy,60,F,0
10862,9920,Mamatha Kumar,9,F,0
10863,9921,Praveen Murthy,25,M,0
10864,9922,Lakshmi Gowda,43,F,0
10865,9922,Suma Murthy,37,F,0
10866,9923,Vinitha Reddy,22,F,0
10867,9924,Shobha Patil,19,F,0
10868,9925,Mamatha Nair,43,F,0
10869,9926,Venkatesh Sharma,27,M,0
10870,9926,Pushpa Swamy,48,F,0
10871,9927,Naresh Reddy,23,M,0
10872,9928,Harish Hegde,31,M,0
10873,9929,Ganesh Swamy,49,M,0
10874,9930,Shobha Patil,27,F,0
10875,9930,Usha Bhat,28,F,0
10876,9931,Mamatha Murthy,21,F,0
10877,9932,Rajesh Rao,20,M,0
10878,9933,Srinivas Patil,29,M,0
10879,9934,Prakash Naik,37,M,0
10880,9935,Mamatha Murthy,20,F,0
10881,9936,Kavitha Patil,33,F,0
10882,9937,Mamatha Shetty,46,F,0
10883,9938,Lakshmi Pillai,19,F,0
10884,9939,Santosh Kumar,35,M,1
10885,9940,Suma Raju,43,F,0
10886,9941,Kavitha Shetty,37,F,0
10887,9942,Praveen Kumar,26,M,0
10888,9943,Srinivas Patil,23,M,0
10889,9944,Naresh Gowda,22,M,0
10890,9945,Shivaraj Bhat,58,M,0
10891,9946,Mamatha Sharma,32,F,0
10892,9947,Santosh Sharma,48,M,0
10893,9948,Asha Pillai,18,F,0
10894,9949,Usha Raju,69,F,0
10895,9950,Ganesh Naik,24,M,0
10896,9951,Mahesh Sharma,23,M,0
10897,9952,Lakshmi Reddy,34,F,0
10898,9952,Naveen Shetty,12,M,0
10899,9953,Ramesh Swamy,23,M,0
10900,9954,Lakshmi Hegde,44,F,0
10901,9955,Girish Hegde,41,M,0
10902,9956,Usha Naik,30,F,0
10903,9957,Praveen Kumar,26,M,0
10904,9958,Lakshmi Swamy,28,F,0
10905,9959,Venkatesh Reddy,23,M,0
10906,9960,Savitha Bhat,5,F,0
10907,9961,Asha Murthy,44,F,0
10908,9962,Basavaraj Reddy,31,M,0
10909,9962,Rajesh Rao,52,M,0
10910,9963,Venkatesh Rao,34,M,0
10911,9964,Santosh Kumar,37,M,0
10912,9965,Shobha Rao,28,F,0
10913,9965,Kumar Sharma,53,M,0
10914,9966,Manjunath Shetty,18,T,0
10915,9966,Santosh Swamy,51,T,0
10916,9967,Santosh Raju,53,M,0
10917,9967,Girish Bhat,11,M,0
10918,9968,Rekha Reddy,35,F,0
10919,9969,Anitha Reddy,24,F,0
10920,9969,Ramesh Hegde,19,M,0
10921,9970,Ravi Raju,38,M,0
10922,9971,Naveen Hegde,29,M,0
10923,9972,Vinitha Bhat,29,F,0
10924,9972,Shobha Hegde,37,F,0
10925,9973,Meena Kumar,19,F,0
10926,9974,Ravi Shetty,36,M,0
10927,9975,Rajesh Rao,27,M,0
10928,9976,Rekha Murthy,56,F,0
10929,9977,Shivaraj Kumar,42,M,0
10930,9978,Santosh Shetty,23,M,0
10931,9979,Kumar Naik,12,M,0
10932,9980,Meena Kumar,33,F,0
10933,9981,Vinitha Swamy,28,F,0
10934,9982,Rajesh Bhat,54,M,0
10935,9983,Anitha Bhat,30,F,0
10936,9984,Ramesh Swamy,23,M,0
10937,9985,Suma Patil,41,F,0
10938,9986,Santosh Murthy,29,M,0
10939,9987,Dinesh Kumar,49,T,0
10940,9988,Rajesh Hegde,34,M,0
10941,9989,Usha Swamy,45,F,0
10942,9990,Santosh Reddy,40,M,0
10943,9991,Geetha Reddy,39,F,0
10944,9991,Santosh Shetty,12,M,0
10945,9992,Mamatha Swamy,18,F,0
10946,9993,Ganesh Hegde,35,M,1
10947,9994,Meena Reddy,40,F,0
10948,9994,Rekha Kumar,27,F,0
