ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
13938,13938,Anitha Shetty,35,2,1,1,M
13939,13939,Laban Raval,29,4,1,8,M
13940,13940,Simon Lala,43,1,2,3,M
13941,13941,Mahesh Kumar,18,2,2,2,M
13942,13942,Savitha Bhat,24,1,2,3,F
13943,13943,Prakash Kumar,44,1,2,1,F
13944,13944,Yashawini Gera,18,3,1,1,M
13945,13945,Prakash Pillai,49,2,1,4,F
13946,13946,Meena Patil,47,4,1,3,M
13947,13947,Harish Bhat,53,1,1,7,F
13948,13948,Suma Kumar,36,1,1,2,M
13949,13949,Dhriti Nori,37,6,1,4,M
13950,13950,Vinitha Sharma,25,3,1,2,M
13951,13951,Kamala Chauhan,32,4,2,1,M
13952,13952,Vinitha Naik,21,4,4,4,F
13953,13953,Naksh Jayaraman,41,5,2,3,F
13954,13954,Janaki Atwal,34,4,1,2,F
13955,13955,Mahesh Naik,36,1,1,2,M
13956,13956,Asha Reddy,51,3,1,5,F
13957,13957,Manjunath Reddy,41,2,1,3,F
13958,13958,Prakash Patil,61,3,3,2,M
13959,13959,Suma Kumar,38,3,1,7,F
13960,13960,Suma Murthy,36,6,1,4,F
13961,13961,Usha Pillai,43,7,1,2,M
13962,13962,Noah Ahuja,42,5,1,2,F
13963,13963,Ganesh Reddy,32,2,1,6,M
13964,13964,Venkatesh Bhat,30,3,1,9,F
13965,13965,Naresh Gowda,48,5,1,2,F
13966,13966,Chaitanya Mody,18,1,1,5,F
13967,13967,Suresh Naik,18,8,1,8,M
13968,13968,Nathaniel Venkataraman,31,1,4,2,M
13969,13969,Usha Rao,41,4,1,2,M
13970,13970,Ridhi Gole,67,1,1,2,M
13971,13971,Siya Bajaj,32,4,1,1,F
13972,13972,Ravi Sharma,36,2,1,1,F
13973,13973,Teerth Rai,23,1,1,1,M
13974,13974,Savitha Gowda,28,4,1,4,F
13975,13975,Kiaan Deshpande,37,1,1,5,F
13976,13976,Savitha Swamy,34,1,1,5,M
13977,13977,Anitha Patil,45,1,1,5,F
13978,13978,Naveen Reddy,55,3,1,5,M
13979,13979,Kala Hora,54,1,1,1,M
13980,13980,Shivani Bakshi,28,2,1,6,M
13981,13981,Anitha Raju,18,2,1,2,M
13982,13982,Suma Murthy,29,3,1,5,M
13983,13983,Mamatha Kumar,24,4,1,2,M
13984,13984,Siddharth Sura,50,2,1,9,M
13985,13985,Warjas Sarraf,25,6,1,6,M
13986,13986,Abhiram Vohra,18,4,1,3,M
13987,13987,Ramesh Nair,44,3,1,2,F
13988,13988,Naveen Rao,60,8,1,2,F
13989,13989,Basavaraj Shetty,25,6,1,1,M
13990,13990,Basavaraj Sharma,25,5,1,1,M
13991,13991,Santosh Patil,39,10,1,6,F
13992,13992,Vinitha Shetty,39,2,1,2,F
13993,13993,Nathan Narang,31,1,1,2,M
13994,13994,Mohammed Gara,43,2,1,7,M
13995,13995,Advik Jha,30,1,1,4,M
13996,13996,Pushpa Hegde,50,2,1,6,M
13997,13997,Pushpa Hegde,50,8,2,3,M
13998,13998,Shaurya Vasa,28,5,1,1,M
13999,13999,Praveen Reddy,54,1,1,2,M
14000,14000,Chaitanya Sankaran,44,1,2,5,F
14001,14001,Venkatesh Swamy,38,2,1,2,M
14002,14002,Balhaar Rajagopalan,45,4,1,1,M
14003,14003,Asha Pillai,42,4,1,4,M
14004,14004,Ekavir Raj,31,5,1,6,F
14005,14005,Zaitra Purohit,43,3,1,5,M
14006,14006,Damini Goyal,40,1,1,4,F
14007,14007,Dinesh Swamy,24,2,1,1,M
14008,14008,Mahesh Pillai,26,4,4,2,M
14009,14009,Oviya Halder,43,1,1,4,F
14010,14010,Kavitha Shetty,18,1,2,6,M
14011,14011,Ojasvi Goda,39,6,1,3,M
14012,14012,Dinesh Swamy,18,6,1,6,F
14013,14013,Vinitha Bhat,18,4,1,7,F
14014,14014,Eiravati Ganguly,40,2,1,10,F
14015,14015,Yoshita Venkataraman,39,3,1,2,M
14016,14016,Azaan Vohra,39,3,1,3,F
14017,14017,Meena Pillai,36,2,1,6,F
14018,14018,Manjunath Nair,42,3,4,1,M
14019,14019,Basavaraj Swamy,60,4,2,2,F
14020,14020,Shivaraj Patil,56,3,1,6,F
14021,14021,Rajesh Patil,49,3,1,5,M
14022,14022,Venkatesh Murthy,32,8,2,1,F
14023,14023,Vinaya Desai,23,2,3,4,F
14024,14024,Rushil Ghose,32,4,1,1,F
14025,14025,Shobha Pillai,18,3,2,6,M
14026,14026,Pushpa Shetty,42,6,1,5,M
14027,14027,Basavaraj Reddy,30,1,1,5,M
14028,14028,Ravi Gowda,18,3,1,4,M
14029,14029,Manjunath Nair,49,5,1,5,M
14030,14030,Geetha Nair,26,4,1,2,F
14031,14031,Girish Nair,61,2,1,2,F
14032,14032,Jacob Dara,43,4,2,5,F
14033,14033,Asha Murthy,25,6,1,3,M
14034,14034,Geetha Raju,32,8,2,1,F
14035,14035,Gavin Kari,54,1,1,5,F
14036,14036,Jason Dutta,48,8,1,6,F
14037,14037,Geetha Raju,26,2,1,2,F
14038,14038,Lila Amble,42,2,1,6,M
14039,14039,Dakshesh Deep,55,7,2,4,M
14040,14040,Rajesh Pillai,49,2,1,3,M
14041,14041,Santosh Bhat,48,1,1,10,F
14042,14042,Naresh Gowda,18,3,1,6,M
14043,14043,Asha Patil,23,1,1,6,M
14044,14044,Rekha Reddy,59,4,1,1,F
14045,14045,Prakash Hegde,30,6,1,1,T
14046,14046,Dinesh Patil,45,3,1,3,M
14047,14047,Shivaraj Gowda,35,1,1,3,F
14048,14048,Naresh Kumar,42,1,1,5,M
14049,14049,Pushpa Nair,54,8,2,1,M
14050,14050,Venkatesh Shetty,53,3,2,4,F
14051,14051,Shobha Swamy,25,7,1,1,M
14052,14052,Gunbir Basak,54,2,2,3,F
14053,14053,Venkatesh Nair,40,4,1,1,F
14054,14054,Srinivas Rao,40,4,1,5,F
14055,14055,Suma Shetty,33,6,1,3,M
14056,14056,Meena Gowda,19,1,1,7,F
14057,14057,Anitha Kumar,61,1,1,6,F
14058,14058,Vinitha Naik,52,1,1,4,F
14059,14059,Mahesh Rao,55,1,3,6,M
14060,14060,Kumar Gowda,24,8,1,1,F
14061,14061,Geetha Shetty,43,5,1,5,M
14062,14062,Anitha Kumar,40,1,1,3,F
14063,14063,Luke Swaminathan,31,1,1,6,F
14064,14064,Vinitha Rao,38,2,1,3,F
14065,14065,Chanakya Amble,47,3,1,8,M
14066,14066,Samarth Panchal,48,4,1,5,M
14067,14067,Wridesh Jhaveri,44,4,1,4,F
14068,14068,Avi Choudhury,29,1,1,1,F
14069,14069,Anitha Murthy,28,3,1,1,M
14070,14070,Lakshmi Pillai,32,2,1,2,M
14071,14071,Suma Reddy,63,5,1,1,F
14072,14072,Kavitha Patil,26,2,1,2,F
14073,14073,Savitha Hegde,38,2,1,2,F
14074,14074,Hamsini Chaudhry,33,2,1,4,M
14075,14075,Savitha Sharma,36,5,1,1,F
14076,14076,Girish Bhat,18,1,2,3,M
14077,14077,Savitha Gowda,50,1,1,2,M
14078,14078,Girish Nair,21,6,1,4,F
14079,14079,Kavitha Swamy,48,4,1,3,F
14080,14080,Oni Sachdeva,26,2,1,5,F
14081,14081,Girish Murthy,48,7,1,3,M
14082,14082,Shobha Sharma,54,8,1,4,M
14083,14083,Zansi Pathak,54,2,1,6,M
14084,14084,Arunima Iyer,45,3,1,4,M
14085,14085,Prakash Kumar,45,1,1,6,M
14086,14086,Anitha Pillai,46,4,1,6,F
14087,14087,Dinesh Nair,25,2,1,5,F
14088,14088,Krishna Sura,51,1,1,1,F
14089,14089,Caleb Chanda,53,8,1,9,F
14090,14090,Meena Pillai,31,2,2,8,F
14091,14091,Jairaj Loyal,23,5,2,2,F
14092,14092,Janani Ahluwalia,35,1,1,5,F
14093,14093,Pushpa Pillai,35,8,1,4,F
14094,14094,Suresh Sharma,50,1,1,7,F
14095,14095,Lipika Mani,29,2,1,2,M
14096,14096,Suma Gowda,49,1,1,3,M
14097,14097,Ansh Dey,50,7,1,5,F
14098,14098,Lakshmi Murthy,42,4,2,6,M
14099,14099,Keya Pall,29,2,1,4,F
14100,14100,Naresh Bhat,52,9,1,3,F
14101,14101,Rekha Murthy,30,2,1,9,F
14102,14102,Savitha Shetty,25,6,1,3,M
14103,14103,Jagdish Edwin,32,4,1,2,M
14104,14104,Triya Solanki,32,1,1,6,F
14105,14105,Ansh Mand,42,1,1,2,F
14106,14106,Girindra Raman,30,6,1,1,F
14107,14107,Santosh Kumar,34,9,1,2,F
14108,14108,Rohan Sankar,73,6,2,1,F
14109,14109,Kumar Sharma,18,2,1,5,M
14110,14110,Shobha Reddy,50,4,1,3,M
14111,14111,Ravi Kumar,18,2,1,5,M
14112,14112,Faris Balan,34,3,1,2,M
14113,14113,Meena Raju,59,6,1,5,M
14114,14114,Shobha Swamy,50,3,2,4,M
14115,14115,Lakshmi Hegde,18,1,1,2,F
14116,14116,Bishakha Dhar,44,1,1,4,F
14117,14117,Ishwar Sarma,40,4,1,1,F
14118,14118,Geetika Kamdar,57,3,1,1,F
14119,14119,Chaman Patla,28,3,1,5,F
14120,14120,Isha Aurora,36,2,1,2,M
14121,14121,Geetha Raju,26,4,1,6,F
14122,14122,Pooja Palla,44,3,1,4,M
14123,14123,Shobha Raju,18,1,1,5,F
14124,14124,Mahesh Reddy,62,1,1,8,F
14125,14125,Anitha Nair,37,2,1,1,M
14126,14126,Anitha Patil,33,2,1,2,M
14127,14127,Prakash Swamy,59,3,2,7,F
14128,14128,Santosh Sharma,29,1,1,2,M
14129,14129,Mahesh Kumar,41,6,1,8,F
14130,14130,Chameli Sathe,26,6,1,1,M
14131,14131,Srinivas Reddy,25,3,1,2,M
14132,14132,Pushpa Rao,40,4,1,1,F
14133,14133,Praveen Pillai,49,3,1,3,M
14134,14134,Lakshmi Gowda,36,1,1,7,F
14135,14135,Anitha Kumar,38,1,1,6,F
14136,14136,Shobha Rao,41,10,2,2,F
14137,14137,Prakash Raju,48,4,1,2,F
14138,14138,Kavitha Pillai,37,2,1,9,M
14139,14139,Shobha Kumar,25,3,1,10,M
14140,14140,Ganesh Hegde,18,4,3,1,F
14141,14141,Pushpa Reddy,24,2,1,3,F
14142,14142,Srinivas Reddy,55,1,1,2,M
14143,14143,Yug Sen,37,1,1,1,F
14144,14144,Indali Loyal,22,4,1,8,F
14145,14145,Ishaan Sehgal,40,2,1,3,F
14146,14146,Ravi Murthy,55,3,1,4,M
14147,14147,Harshil Bal,29,2,2,9,F
14148,14148,Pallavi Pandya,40,1,1,4,M
14149,14149,Pushpa Naik,18,1,1,6,M
14150,14150,Mahesh Kumar,38,9,1,2,M
14151,14151,Mahesh Murthy,27,4,2,3,M
14152,14152,Krisha Lad,40,8,1,3,F
14153,14153,Ishani Raja,54,4,1,7,M
14154,14154,Naveen Murthy,28,6,1,2,M
14155,14155,Ira Bhardwaj,54,7,1,1,M
14156,14156,Damini Kota,28,5,1,6,M
14157,14157,Dinesh Murthy,67,3,1,1,F
14158,14158,Savitha Pillai,32,2,1,5,M
14159,14159,Srinivas Murthy,25,4,1,3,M
14160,14160,Prakash Naik,29,2,1,4,F
14161,14161,Lakshmi Sharma,55,3,2,4,M
14162,14162,Dinesh Gowda,28,1,1,1,M
14163,14163,Pushpa Naik,35,2,1,1,F
14164,14164,Nimrat Nazareth,22,5,1,3,F
14165,14165,Jason Wadhwa,32,1,1,4,M
14166,14166,Ramesh Gowda,18,7,1,2,F
14167,14167,Prakash Bhat,36,2,1,2,F
14168,14168,Rekha Pillai,37,2,1,5,M
14169,14169,Dinesh Naik,23,2,1,6,F
14170,14170,Meena Pillai,20,3,1,9,F
14171,14171,Anirudh Cheema,35,1,1,2,F
14172,14172,Asha Naik,30,5,1,5,M
14173,14173,Lucky Bhattacharyya,25,5,2,4,F
14174,14174,Venkatesh Naik,52,1,1,2,M
14175,14175,Vrishti Chaudhuri,30,1,1,6,M
14176,14176,Prakash Murthy,29,6,1,6,M
14177,14177,Mahesh Murthy,21,5,1,5,M
14178,14178,Arunima Bakshi,25,1,1,5,M
14179,14179,Jackson More,33,4,1,3,M
14180,14180,Yashvi Sha,59,5,1,2,M
14181,14181,Urishilla Johal,51,1,1,2,F
14182,14182,Yatan Dada,32,1,2,1,F
14183,14183,Ganesh Naik,21,3,1,10,M
14184,14184,Asha Sharma,35,2,1,5,M
14185,14185,Meena Rao,18,1,1,1,M
14186,14186,Nilima Karan,38,2,1,5,M
14187,14187,Srinivas Bhat,40,6,1,3,F
14188,14188,Suma Gowda,34,2,1,7,M
14189,14189,Brijesh Halder,33,3,1,1,M
14190,14190,Banjeet Narain,52,2,1,1,M
14191,14191,Naveen Rao,37,2,1,5,M
14192,14192,Alka Bhatnagar,36,2,1,5,F
14193,14193,Venkatesh Bhat,48,2,1,6,F
14194,14194,Saumya Ranganathan,58,1,2,2,F
14195,14195,Mahesh Sharma,43,2,1,1,M
14196,14196,Savitha Raju,27,3,1,3,F
14197,14197,Bahadurjit Pandya,45,9,1,2,F
14198,14198,Rekha Swamy,29,6,1,1,F
14199,14199,Nathaniel Loyal,43,5,1,3,M
14200,14200,Wazir Sangha,64,4,1,1,F
14201,14201,Riya Krishna,71,1,1,3,M
14202,14202,Turvi Krish,33,1,1,2,F
14203,14203,Ekalinga Kamdar,18,1,1,2,M
14204,14204,Rekha Gowda,32,5,1,1,M
14205,14205,Venkatesh Rao,30,1,1,3,M
14206,14206,Lakshmi Hegde,18,1,3,6,M
14207,14207,Shivaraj Raju,29,10,1,1,M
14208,14208,Dhruv Chopra,28,2,1,3,F
14209,14209,Ramesh Hegde,34,2,1,3,M
14210,14210,Aryan Saxena,42,1,2,5,M
14211,14211,Aadhya Shenoy,37,2,1,5,F
14212,14212,Ravi Patil,57,2,2,3,F
14213,14213,Jai Mand,69,10,3,1,F
14214,14214,Ikshita Sahni,31,2,1,1,F
14215,14215,Asha Patil,37,1,1,2,F
14216,14216,Ganesh Pillai,58,4,1,4,M
14217,14217,Patrick Ravel,39,8,1,5,F
14218,14218,Vihaan Solanki,31,1,1,1,F
14219,14219,Basavaraj Raju,59,4,1,2,M
14220,14220,Savitha Shetty,21,8,1,6,F
14221,14221,Lakshmi Sharma,43,2,1,7,F
14222,14222,Urvi Tripathi,38,1,1,3,F
14223,14223,Nidhi Prakash,18,1,1,1,M
14224,14224,Lakshmi Bhat,44,8,1,1,M
14225,14225,Anitha Rao,30,6,1,2,M
14226,14226,Harish Pillai,50,5,1,5,M
14227,14227,Neelima Goyal,21,5,2,1,F
14228,14228,Suma Bhat,63,2,1,2,F
14229,14229,Samesh Lala,35,1,1,1,F
14230,14230,Girish Naik,29,1,1,5,M
14231,14231,Lakshmi Pillai,46,7,1,8,M
14232,14232,Meena Patil,38,7,1,4,M
14233,14233,Zaitra Chada,56,1,1,5,F
14234,14234,Siya Deol,59,4,2,2,F
14235,14235,Saksham Venkatesh,18,5,1,1,M
14236,14236,Savitha Bhat,32,6,3,9,F
14237,14237,Veer Aggarwal,46,5,1,7,F
14238,14238,Aradhana Choudhury,41,1,1,2,F
14239,14239,Neelima Mangat,32,2,2,7,F
14240,14240,Prakash Swamy,48,6,1,2,M
14241,14241,Kavitha Sharma,48,1,2,2,F
14242,14242,Usha Patil,28,1,1,2,M
14243,14243,Vaishnavi Deep,27,2,1,2,F
14244,14244,Usha Kumar,19,8,1,10,M
14245,14245,Januja Pai,57,2,1,1,M
14246,14246,Lakshmi Swamy,32,5,1,6,F
14247,14247,Shivaraj Naik,51,3,1,2,M
14248,14248,Usha Sharma,18,3,1,3,M
14249,14249,Dev Reddy,30,1,1,5,M
14250,14250,William Konda,31,5,1,2,M
14251,14251,Elijah Solanki,24,2,4,2,F
14252,14252,Prakash Rao,43,1,1,6,M
14253,14253,Shivaraj Shetty,32,1,3,2,M
14254,14254,Akshay Sodhi,54,5,1,2,M
14255,14255,Odika Krishna,40,4,1,2,T
14256,14256,Mahesh Bhat,30,7,1,1,M
14257,14257,Lakshmi Gowda,60,1,1,3,M
14258,14258,Vasana Yadav,55,5,2,4,M
14259,14259,Suma Bhat,18,7,1,1,F
14260,14260,Mamatha Raju,42,5,1,4,M
14261,14261,Udant Bhardwaj,40,2,1,7,M
14262,14262,Suma Shetty,42,1,1,6,M
14263,14263,Pushpa Naik,24,6,1,9,F
14264,14264,Asha Patil,53,2,1,2,F
14265,14265,Oviya Varty,33,2,1,1,M
14266,14266,Xavier Ghosh,18,5,1,4,F
14267,14267,Reva Ganesh,35,1,1,2,F
14268,14268,Srinivas Pillai,29,2,1,6,F
14269,14269,Girish Murthy,29,2,1,5,M
14270,14270,Vinitha Reddy,54,3,1,5,M
14271,14271,Lopa Tara,48,1,1,2,M
14272,14272,Shobha Bhat,68,3,1,1,M
14273,14273,Harish Pillai,65,2,1,5,F
14274,14274,Suresh Naik,23,1,3,5,F
14275,14275,Pushpa Patil,45,6,1,2,M
14276,14276,Savitha Rao,41,2,1,5,F
14277,14277,Baljiwan Jaggi,33,2,1,2,F
14278,14278,Kabir Mane,52,2,2,3,M
14279,14279,Shobha Patil,26,8,1,1,M
14280,14280,Rajesh Bhat,18,4,1,2,M
14281,14281,Geetha Sharma,29,5,1,3,F
14282,14282,Varsha Kant,20,3,1,2,M
14283,14283,Prakash Gowda,40,7,2,7,M
14284,14284,Ganesh Pillai,65,1,1,2,F
14285,14285,Garima Bhatti,31,1,1,1,F
14286,14286,Nikita Bawa,38,4,1,5,M
14287,14287,Jagvi Som,46,4,2,2,M
14288,14288,Santosh Bhat,43,9,2,1,F
14289,14289,Theodore Sagar,35,2,1,2,F
14290,14290,Ramesh Raju,52,6,1,1,M
14291,14291,Srinivas Kumar,30,8,1,5,M
14292,14292,Yashica Magar,56,1,1,1,M
14293,14293,Manjunath Naik,36,3,1,3,F
14294,14294,Savitha Shetty,48,2,1,5,M
14295,14295,Janaki Devi,30,3,1,2,F
14296,14296,Harinakshi Tiwari,38,5,1,2,F
14297,14297,Odika Borah,18,1,1,3,M
14298,14298,Vinitha Kumar,38,1,1,1,M
14299,14299,Venkatesh Patil,37,1,1,1,F
14300,14300,Mamatha Pillai,27,6,1,1,M
14301,14301,Usha Hegde,57,3,1,6,F
14302,14302,Aayush Gopal,32,3,1,3,M
14303,14303,Basavaraj Naik,25,2,1,3,M
14304,14304,Nachiket Dara,27,8,1,4,M
14305,14305,Zansi Ghose,18,1,1,1,F
14306,14306,Santosh Reddy,29,3,1,3,F
14307,14307,Aarush Kaur,18,10,1,1,F
14308,14308,Nirja Joshi,39,1,1,5,F
14309,14309,Bishakha Agate,26,1,1,6,M
14310,14310,Pushpa Nair,22,5,1,1,M
14311,14311,Tanish Swaminathan,73,4,1,1,M
14312,14312,Gautam Dugar,35,10,1,4,F
14313,14313,Aditya Vala,50,2,1,2,F
14314,14314,Mamatha Nair,57,2,1,4,M
14315,14315,Alexander Viswanathan,57,1,1,3,M
14316,14316,Harsh Shere,57,4,1,5,M
14317,14317,Basavaraj Raju,23,2,1,3,F
14318,14318,Manjunath Nair,48,5,1,3,M
14319,14319,Joshua Modi,31,2,2,6,M
14320,14320,Dinesh Bhat,53,8,1,3,M
14321,14321,Lakshmi Murthy,23,5,1,1,M
14322,14322,Geetha Kumar,31,2,2,2,M
14323,14323,Lakshmi Raju,54,2,1,3,M
14324,14324,Janya Nagarajan,47,6,1,6,F
14325,14325,Anitha Kumar,32,4,1,7,M
14326,14326,Rajesh Patil,19,4,1,6,M
14327,14327,Advay Tandon,48,6,1,1,M
14328,14328,Harita Ramesh,38,1,1,3,M
14329,14329,Santosh Murthy,29,6,1,6,F
14330,14330,Kavitha Patil,54,5,1,5,M
14331,14331,Rekha Naik,23,3,1,5,F
14332,14332,Meena Raju,22,7,1,3,F
14333,14333,Kumar Kumar,29,7,3,8,F
14334,14334,Usha Shetty,18,3,1,2,M
14335,14335,Ramesh Bhat,32,7,1,1,F
14336,14336,Lakshmi Hegde,39,3,1,3,F
14337,14337,Mamatha Swamy,44,3,1,3,F
14338,14338,Manjunath Rao,30,4,1,2,F
14339,14339,Naresh Pillai,18,9,1,4,M
14340,14340,Tanay Karpe,41,2,1,4,M
14341,14341,Shobha Gowda,43,4,4,2,F
14342,14342,Gaurangi Pathak,31,1,1,2,M
14343,14343,Usha Sharma,45,4,1,3,M
14344,14344,Kavitha Hegde,53,3,2,6,F
14345,14345,Suma Swamy,34,6,1,1,F
14346,14346,Robert Keer,31,6,1,1,F
14347,14347,Mahesh Gowda,57,1,1,3,M
14348,14348,Krishna Bedi,40,4,1,5,M
14349,14349,Yoshita Shukla,18,2,1,2,M
14350,14350,Zansi Bansal,35,2,2,3,M
14351,14351,Geetha Naik,47,3,1,6,F
14352,14352,Vinitha Hegde,51,2,1,6,M
14353,14353,Usha Pillai,58,2,1,2,F
14354,14354,Suresh Bhat,40,8,1,3,M
14355,14355,Girish Gowda,31,2,3,5,F
14356,14356,Rekha Shetty,33,3,1,1,M
14357,14357,Srinivas Naik,40,6,1,2,F
14358,14358,Anthony Manne,45,3,1,2,M
14359,14359,Vinitha Swamy,33,5,1,1,F
14360,14360,Shobha Shetty,24,1,1,1,M
14361,14361,Ekiya Narayanan,38,5,1,2,M
14362,14362,Harish Shetty,18,6,2,1,M
14363,14363,Girish Pillai,26,1,1,6,M
14364,14364,Harish Kumar,23,5,1,5,F
14365,14365,Zaid Bhandari,40,1,1,6,F
14366,14366,Geetha Pillai,42,3,1,3,M
14367,14367,Asha Raju,41,3,2,2,F
14368,14368,Riya Borah,30,3,1,2,F
14369,14369,Naresh Swamy,18,6,1,1,F
14370,14370,Hardik Keer,18,5,1,3,M
14371,14371,Mamatha Hegde,37,10,1,7,F
14372,14372,Ladli Sur,22,1,1,5,M
14373,14373,Pushpa Hegde,31,1,2,3,F
14374,14374,Rekha Bhat,23,9,1,2,M
14375,14375,Geetha Kumar,38,7,1,3,F
14376,14376,Rajesh Swamy,24,4,2,3,F
14377,14377,Falguni Seth,47,3,1,2,M
14378,14378,Savitha Bhat,26,2,1,8,F
14379,14379,Shivaraj Murthy,26,5,1,1,M
14380,14380,Nihal Yohannan,44,1,2,9,M
14381,14381,Naresh Nair,38,1,1,2,F
14382,14382,Krishna Sekhon,36,1,2,5,M
14383,14383,Arya Dara,42,3,1,5,F
14384,14384,Lipika Ram,33,6,1,2,M
14385,14385,Mahesh Pillai,67,2,1,5,F
14386,14386,Yashawini Raman,47,4,1,8,M
14387,14387,Zilmil Srinivas,18,1,2,3,F
14388,14388,Harish Nair,25,6,4,4,M
14389,14389,Ravi Pillai,29,3,1,1,F
14390,14390,Rajesh Naik,18,1,1,3,F
14391,14391,Chatresh Manda,30,2,2,1,M
14392,14392,Abha Shukla,37,4,1,3,M
14393,14393,Suma Nair,44,5,1,3,M
14394,14394,Anitha Rao,26,7,1,5,F
14395,14395,Charita Mahajan,52,4,1,5,F
14396,14396,Savitha Gowda,35,3,1,2,F
14397,14397,Devansh Bhat,60,8,1,3,F
14398,14398,Usha Raju,27,7,1,2,M
14399,14399,Vaishnavi Malhotra,26,6,1,5,M
14400,14400,Tanmayi Nadkarni,51,4,2,2,F
14401,14401,Harish Shetty,74,4,1,3,M
14402,14402,Lakshmi Amble,24,2,1,1,M
14403,14403,Venkatesh Nair,40,5,1,6,F
14404,14404,Vedant Murthy,28,1,1,5,M
14405,14405,Mamatha Patil,34,2,1,4,M
14406,14406,Mamatha Raju,29,6,1,6,F
14407,14407,Usha Reddy,18,2,1,2,M
14408,14408,Ayushman Cherian,44,2,1,3,F
14409,14409,Mahesh Pillai,32,3,1,2,M
14410,14410,Pushpa Sharma,34,10,1,1,F
14411,14411,Daksha Ramesh,19,6,2,1,M
14412,14412,Mahesh Patil,42,2,1,1,F
14413,14413,Girish Hegde,22,1,1,3,M
14414,14414,Geetha Kumar,68,8,1,5,M
14415,14415,Ria Wable,30,5,1,6,M
14416,14416,Ekaraj Raval,45,3,1,2,F
14417,14417,Prakash Pillai,52,8,1,3,M
14418,14418,Jagdish Khurana,18,7,1,1,M
14419,14419,Usha Nair,21,3,3,2,M
14420,14420,Kavitha Murthy,32,1,4,3,M
14421,14421,Asha Gowda,32,2,1,2,M
14422,14422,Vinitha Pillai,25,1,1,1,F
14423,14423,Aradhana Sur,22,4,1,5,F
14424,14424,Rajesh Patil,49,2,1,2,F
14425,14425,Meera Mishra,30,1,1,2,F
14426,14426,Mamatha Kumar,20,2,1,5,F
14427,14427,Basavaraj Murthy,23,1,2,6,M
14428,14428,Naveen Gowda,44,1,1,5,M
14429,14429,Rajesh Hegde,42,2,1,2,M
14430,14430,Shivaraj Gowda,18,2,1,2,M
14431,14431,Aachal Tripathi,36,1,2,1,F
14432,14432,Meena Rao,27,3,1,3,F
14433,14433,Anirudh Pant,58,1,1,1,F
14434,14434,Lekha Nagy,61,3,1,2,M
14435,14435,Shivaraj Swamy,34,1,1,6,F
14436,14436,Shobha Sharma,38,2,1,2,F
14437,14437,Praveen Naik,52,3,1,2,M
14438,14438,Tejas Guha,50,4,1,2,M
14439,14439,Mahesh Sharma,40,2,2,5,M
14440,14440,Mahesh Hegde,34,1,1,5,F
14441,14441,Naresh Patil,27,2,1,6,M
14442,14442,Ramesh Murthy,69,3,1,1,F
14443,14443,Ganesh Patil,53,3,2,6,M
14444,14444,Basavaraj Raju,50,3,1,1,M
14445,14445,Saumya Hora,80,1,1,2,M
14446,14446,Suma Shetty,40,4,1,3,F
14447,14447,Rajata Mukhopadhyay,26,5,1,6,M
14448,14448,Anmol Chander,30,4,2,3,M
14449,14449,Aahana Nagi,19,1,1,6,F
14450,14450,Geetha Gowda,42,6,1,3,F
14451,14451,Oeshi Gill,21,5,1,1,M
14452,14452,Chatresh Sachdeva,44,7,1,6,F
14453,14453,Naresh Pillai,58,1,1,8,F
14454,14454,Faras Warrior,50,9,1,3,M
14455,14455,Asha Raju,36,3,1,6,M
14456,14456,Pranit Reddy,28,2,1,3,F
14457,14457,Mamatha Shetty,40,2,1,5,M
14458,14458,Priya Pingle,45,4,1,4,M
14459,14459,Asha Kumar,19,9,1,3,M
14460,14460,Vinitha Murthy,42,2,1,6,F
14461,14461,Avni Sabharwal,29,2,1,3,F
14462,14462,Lakshmi Gowda,19,2,1,6,F
14463,14463,Chasmum Ben,22,3,2,1,F
14464,14464,Yochana Ghose,18,1,2,5,F
14465,14465,Anitha Rao,18,5,1,2,M
14466,14466,Meena Raju,47,6,1,4,F
14467,14467,Suresh Murthy,50,2,1,5,F
14468,14468,Jeremiah Walia,30,3,1,2,F
14469,14469,Anitha Bhat,46,4,1,1,F
14470,14470,Rekha Swamy,26,9,1,1,M
14471,14471,Meena Raju,34,2,1,5,M
14472,14472,Naresh Murthy,42,5,1,6,F
14473,14473,Santosh Shetty,45,1,1,3,F
14474,14474,Yahvi Nadig,26,3,1,1,M
14475,14475,Santosh Bhat,28,5,1,1,F
14476,14476,Vinitha Pillai,47,8,1,4,M
14477,14477,Srinivas Raju,18,4,1,6,F
14478,14478,Rajesh Rao,37,3,1,5,F
14479,14479,Kumar Gowda,39,3,1,2,M
14480,14480,Raagini Chopra,42,8,1,4,F
14481,14481,Ikshita Sha,58,2,1,6,M
14482,14482,Shobha Hegde,58,5,1,2,M
14483,14483,William Agarwal,40,1,2,1,M
14484,14484,Manjunath Pillai,40,1,1,7,M
14485,14485,Kritika More,39,10,2,1,F
14486,14486,Santosh Shetty,41,8,1,2,M
14487,14487,Geetha Shetty,57,1,1,6,F
14488,14488,Anay Bhat,29,3,1,2,M
14489,14489,Suma Pillai,37,8,1,2,M
14490,14490,Srinivas Pillai,42,3,1,6,F
14491,14491,Santosh Bhat,59,1,2,6,M
14492,14492,Ranbir Bala,18,2,1,7,M
